id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors
789,Leaves of Grass,['Poetry'],Modern Library,2000-10-31,800.0,https://play.google.com/store/books/details?id=L480cFU_g7IC&rdid=book-L480cFU_g7IC&rdot=1&source=gbs_api,2.99,4.0,20.0,NOT_MATURE,en,"Abraham Lincoln read it with approval, but Emily Dickinson described its bold language and themes as 'disgraceful.' And Ralph Waldo Emerson found Leaves of Grass 'the most extraordinary piece of wit and wisdom that America has yet contributed,' calling it a 'combination of the Bhagavad Gita and the New York Herald.' Published at the author's own expense on July 4, 1855, Leaves of Grass initially consisted of a preface, twelve untitled poems in free verse (including the work later titled 'Song of Myself' which Malcolm Cowley called 'one of the great poems of modern times'), and a now-famous portrait of a devil-may-care Walt Whitman in a workman's shirt. Over the next four decades, Whitman continually expanded and revised the book as he took on the role of a workingman's bard who championed American nationalism, political democracy, contemporary progress, and unashamed sex. This volume, which contains 383 poems, is the final 'Deathbed Edition' published in 1892.",http://books.google.com/books/content?id=L480cFU_g7IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
790,On the Beach at Night Alone,['Poetry'],Penguin UK,2015-02-26,64.0,,,2.0,1.0,NOT_MATURE,en,"'All nations, colors, barbarisms, civilizations, languages...' A selection taken from Walt Whitman's Leaves of Grass Introducing Little Black Classics: 80 books for Penguin's 80th birthday. Little Black Classics celebrate the huge range and diversity of Penguin Classics, with books from around the world and across many centuries. They take us from a balloon ride over Victorian London to a garden of blossom in Japan, from Tierra del Fuego to 16th century California and the Russian steppe. Here are stories lyrical and savage; poems epic and intimate; essays satirical and inspirational; and ideas that have shaped the lives of millions. Walt Whitman (1819-1892). Whitman's works available in Penguin Classics are Leaves of Grass and The Complete Poems.",http://books.google.com/books/content?id=yvq4BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
791,Good-bye My Fancy,['American poetry'],,1891,66.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=BzJBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
792,The Wound Dresser,['Fiction'],Greenbooks editore,2021-05-20,,https://play.google.com/store/books/details?id=9HcvEAAAQBAJ&rdid=book-9HcvEAAAQBAJ&rdot=1&source=gbs_api,1.99,,,NOT_MATURE,en,This poem tells of Whitman's experience working as a war nurse to care for wounded soldiers. The speaker of the poem is an old man asked to tell about his experiences in war. He tells of being excited about war but then shifts to disillusionment when he sees its terrible impact on soldiers,http://books.google.com/books/content?id=9HcvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
793,Drum-Taps,['Poetry'],Good Press,2019-11-21,136.0,https://play.google.com/store/books/details?id=qyXDDwAAQBAJ&rdid=book-qyXDDwAAQBAJ&rdot=1&source=gbs_api,0.99,,,NOT_MATURE,en,"""Drum-Taps"" by Walt Whitman. Published by Good Press. Good Press publishes a wide range of titles that encompasses every genre. From well-known classics & literary fiction and non-fiction to forgotten−or yet undiscovered gems−of world literature, we issue the books that need to be read. Each Good Press edition has been meticulously edited and formatted to boost readability for all e-readers and devices. Our goal is to produce eBooks that are user-friendly and accessible to everyone in a high-quality digital format.",http://books.google.com/books/content?id=qyXDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
794,November Boughs,,,1888,140.0,,,4.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=k6IbzavvhXcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
795,The Civil War Poems,"['Poets, American']",,1994,103.0,,,,,NOT_MATURE,en,"Poems from one of America's best known poets, reflecting the tragic and powerful era of the war between the states. In two parts, ""Memories of President Lincoln"" as he and the nation mourn Lincoln's death, and ""Drum-Taps"" from Whitman's experiences as a nurse tending the wounded.",http://books.google.com/books/content?id=xf9z9kIWWm8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
796,Memoranda During the War,['Biography & Autobiography'],Applewood Books,1990,92.0,,,,,NOT_MATURE,en,The poet recounts his experiences as a volunteer working in Union Army hospitals during the Civil War,http://books.google.com/books/content?id=3jDAAuriU-oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
797,Democratic Vistas,['Democracy'],,1871,84.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=0zH_VL4YPC8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
798,I Hear America Singing,['Poetry'],Anvil PressPoetry Limited,2001,95.0,,,4.0,1.0,NOT_MATURE,en,"Presents a collection of Walt Whitman's poems about America, democracy, and Manhattan.",http://books.google.com/books/content?id=M58lPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
799,"Franklin Evans, Or The Inebriate",['Fiction'],Duke University Press,2007-07-17,147.0,,,,,NOT_MATURE,en,"DIVA reprint of a novel and other temperance writings by Walt Whitman, with an introduction and explanatory notes by the editors./div",http://books.google.com/books/content?id=JlNamiw7jMsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
800,Selected Poems of Walt-Whitman,,,1996,272.0,,,,,NOT_MATURE,en,,,['Walt Whitman']
801,When I Heard the Learn'd Astronomer,['Juvenile Fiction'],Simon & Schuster Books for Young Readers,2004-11-01,32.0,,,,,NOT_MATURE,en,"Leave time for wonder. Walt Whitman's ""When I Heard the Learn'd Astronomer"" is an enduring celebration of the imagination. Here, Whitman's wise words are beautifully recast by New York Times #1 best-selling illustrator Loren Long to tell the story of a boy's fascination with the heavens. Toy rocket in hand, the boy finds himself in a crowded, stuffy lecture hall. At first he is amazed by the charts and the figures. But when he finds himself overwhelmed by the pontifications of an academic, he retreats to the great outdoors and does something as universal as the stars themselves... he dreams.",http://books.google.com/books/content?id=Hq9APQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
802,The Poetry of Walt Whitman,,,2018-06,224.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=7gN0tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
803,Complete Prose Works,,IndyPublish.com,1891,516.0,,,5.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=UJA1AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
804,The Works of Walt Whitman,['Poetry'],Wordsworth Editions,1995,557.0,,,5.0,1.0,NOT_MATURE,en,Offers poetry selections from the nineteenth-century American master.,http://books.google.com/books/content?id=zIYCfy0NnGgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
805,The World Below the Brine,"[""Children's poetry, American""]",,2020,,,,,,NOT_MATURE,en,"""Nineteenth-century poet Walt Whitman employs the language of his day to express a wonder about the world below the sea that is timeless""--",,['Walt Whitman']
806,Walt Whitman Poetry Collection,['Poetry'],CreateSpace,2014-07-01,600.0,,,,,NOT_MATURE,en,"Walter ""Walt"" Whitman (1819 – 1892) was an American poet, essayist and journalist. A humanist, he was a part of the transition between transcendentalism and realism, incorporating both views in his works. Whitman is among the most influential poets in the American canon, often called the father of free verse. His work was very controversial in its time, particularly his poetry collection Leaves of Grass, which was described as obscene for its overt sexuality.Born in Huntington on Long Island, Whitman worked as a journalist, a teacher, a government clerk, and—in addition to publishing his poetry—was a volunteer nurse during the American Civil War. Early in his career, he also produced a temperance novel, Franklin Evans (1842). Whitman's major work, Leaves of Grass, was first published in 1855 with his own money. The work was an attempt at reaching out to the common person with an American epic. He continued expanding and revising it until his death in 1892. In this book:Leaves of GrassPatriotic PoemsComplete Prose Work",http://books.google.com/books/content?id=UE7aoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
807,Song of Myself ...,['American poetry'],,1904,70.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=drchAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
808,Poems by Walt Whitman,,,1901,317.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=9b1rTq0iDDcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
809,Passage to India,['Poetry'],Haskell House Pub Limited,1870,120.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=4vIfAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
810,Complete Poetry and Collected Prose,['Literary Collections'],Springer Science & Business,1982,1380.0,,,5.0,4.0,NOT_MATURE,en,"I. Kaplan, Justine. II. Leaves of grass, (1855); Leaves of grass (1891-92); Complete prose works (1892); Supplementary prose.",http://books.google.com/books/content?id=0kUoWrsp4WcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
811,Beat! Beat! Drums!,,Createspace Independent Publishing Platform,2015-12-12,110.0,,,,,NOT_MATURE,en,"Walter ""Walt"" Whitman (1819 - 1892) was an American poet, essayist and journalist. A humanist, he was a part of the transition between transcendentalism and realism, incorporating both views in his works. Whitman is among the most influential poets in the American canon, often called the father of free verse. Whitman's work breaks the boundaries of poetic form and is generally prose-like. He also used unusual images and symbols in his poetry, including rotting leaves, tufts of straw, and debris. He also openly wrote about death and sexuality, including prostitution. He is often labeled as the father of free verse, though he did not invent it. Whitman wrote in the preface to the 1855 edition of Leaves of Grass, ""The proof of a poet is that his country absorbs him as affectionately as he has absorbed it."" He believed there was a vital, symbiotic relationship between the poet and society. This connection was emphasized especially in ""Song of Myself"" by using an all-powerful first-person narration. As an American epic, it deviated from the historic use of an elevated hero and instead assumed the identity of the common people. Leaves of Grass also responded to the impact that recent urbanization in the United States had on the masses.",http://books.google.com/books/content?id=NxV9jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
812,Leaves of Grass,['Poetry'],Modern Library,2000-10-31,800.0,https://play.google.com/store/books/details?id=L480cFU_g7IC&rdid=book-L480cFU_g7IC&rdot=1&source=gbs_api,2.99,4.0,20.0,NOT_MATURE,en,"Abraham Lincoln read it with approval, but Emily Dickinson described its bold language and themes as 'disgraceful.' And Ralph Waldo Emerson found Leaves of Grass 'the most extraordinary piece of wit and wisdom that America has yet contributed,' calling it a 'combination of the Bhagavad Gita and the New York Herald.' Published at the author's own expense on July 4, 1855, Leaves of Grass initially consisted of a preface, twelve untitled poems in free verse (including the work later titled 'Song of Myself' which Malcolm Cowley called 'one of the great poems of modern times'), and a now-famous portrait of a devil-may-care Walt Whitman in a workman's shirt. Over the next four decades, Whitman continually expanded and revised the book as he took on the role of a workingman's bard who championed American nationalism, political democracy, contemporary progress, and unashamed sex. This volume, which contains 383 poems, is the final 'Deathbed Edition' published in 1892.",http://books.google.com/books/content?id=L480cFU_g7IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
813,On the Beach at Night Alone,['Poetry'],Penguin UK,2015-02-26,64.0,,,2.0,1.0,NOT_MATURE,en,"'All nations, colors, barbarisms, civilizations, languages...' A selection taken from Walt Whitman's Leaves of Grass Introducing Little Black Classics: 80 books for Penguin's 80th birthday. Little Black Classics celebrate the huge range and diversity of Penguin Classics, with books from around the world and across many centuries. They take us from a balloon ride over Victorian London to a garden of blossom in Japan, from Tierra del Fuego to 16th century California and the Russian steppe. Here are stories lyrical and savage; poems epic and intimate; essays satirical and inspirational; and ideas that have shaped the lives of millions. Walt Whitman (1819-1892). Whitman's works available in Penguin Classics are Leaves of Grass and The Complete Poems.",http://books.google.com/books/content?id=yvq4BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
814,Good-bye My Fancy,['American poetry'],,1891,66.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=BzJBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
815,The Wound Dresser,['Fiction'],Greenbooks editore,2021-05-20,,https://play.google.com/store/books/details?id=9HcvEAAAQBAJ&rdid=book-9HcvEAAAQBAJ&rdot=1&source=gbs_api,1.99,,,NOT_MATURE,en,This poem tells of Whitman's experience working as a war nurse to care for wounded soldiers. The speaker of the poem is an old man asked to tell about his experiences in war. He tells of being excited about war but then shifts to disillusionment when he sees its terrible impact on soldiers,http://books.google.com/books/content?id=9HcvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
816,Drum-Taps,['Poetry'],Good Press,2019-11-21,136.0,https://play.google.com/store/books/details?id=qyXDDwAAQBAJ&rdid=book-qyXDDwAAQBAJ&rdot=1&source=gbs_api,0.99,,,NOT_MATURE,en,"""Drum-Taps"" by Walt Whitman. Published by Good Press. Good Press publishes a wide range of titles that encompasses every genre. From well-known classics & literary fiction and non-fiction to forgotten−or yet undiscovered gems−of world literature, we issue the books that need to be read. Each Good Press edition has been meticulously edited and formatted to boost readability for all e-readers and devices. Our goal is to produce eBooks that are user-friendly and accessible to everyone in a high-quality digital format.",http://books.google.com/books/content?id=qyXDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
817,November Boughs,,,1888,140.0,,,4.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=k6IbzavvhXcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
818,The Civil War Poems,"['Poets, American']",,1994,103.0,,,,,NOT_MATURE,en,"Poems from one of America's best known poets, reflecting the tragic and powerful era of the war between the states. In two parts, ""Memories of President Lincoln"" as he and the nation mourn Lincoln's death, and ""Drum-Taps"" from Whitman's experiences as a nurse tending the wounded.",http://books.google.com/books/content?id=xf9z9kIWWm8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
819,Memoranda During the War,['Biography & Autobiography'],Applewood Books,1990,92.0,,,,,NOT_MATURE,en,The poet recounts his experiences as a volunteer working in Union Army hospitals during the Civil War,http://books.google.com/books/content?id=3jDAAuriU-oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
820,Democratic Vistas,['Democracy'],,1871,84.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=0zH_VL4YPC8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
821,I Hear America Singing,['Poetry'],Anvil PressPoetry Limited,2001,95.0,,,4.0,1.0,NOT_MATURE,en,"Presents a collection of Walt Whitman's poems about America, democracy, and Manhattan.",http://books.google.com/books/content?id=M58lPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
822,"Franklin Evans, Or The Inebriate",['Fiction'],Duke University Press,2007-07-17,147.0,,,,,NOT_MATURE,en,"DIVA reprint of a novel and other temperance writings by Walt Whitman, with an introduction and explanatory notes by the editors./div",http://books.google.com/books/content?id=JlNamiw7jMsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
823,Selected Poems of Walt-Whitman,,,1996,272.0,,,,,NOT_MATURE,en,,,['Walt Whitman']
824,When I Heard the Learn'd Astronomer,['Juvenile Fiction'],Simon & Schuster Books for Young Readers,2004-11-01,32.0,,,,,NOT_MATURE,en,"Leave time for wonder. Walt Whitman's ""When I Heard the Learn'd Astronomer"" is an enduring celebration of the imagination. Here, Whitman's wise words are beautifully recast by New York Times #1 best-selling illustrator Loren Long to tell the story of a boy's fascination with the heavens. Toy rocket in hand, the boy finds himself in a crowded, stuffy lecture hall. At first he is amazed by the charts and the figures. But when he finds himself overwhelmed by the pontifications of an academic, he retreats to the great outdoors and does something as universal as the stars themselves... he dreams.",http://books.google.com/books/content?id=Hq9APQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
825,The Poetry of Walt Whitman,,,2018-06,224.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=7gN0tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
826,Complete Prose Works,,IndyPublish.com,1891,516.0,,,5.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=UJA1AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
827,The Works of Walt Whitman,['Poetry'],Wordsworth Editions,1995,557.0,,,5.0,1.0,NOT_MATURE,en,Offers poetry selections from the nineteenth-century American master.,http://books.google.com/books/content?id=zIYCfy0NnGgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Walt Whitman']
828,The World Below the Brine,"[""Children's poetry, American""]",,2020,,,,,,NOT_MATURE,en,"""Nineteenth-century poet Walt Whitman employs the language of his day to express a wonder about the world below the sea that is timeless""--",,['Walt Whitman']
829,Walt Whitman Poetry Collection,['Poetry'],CreateSpace,2014-07-01,600.0,,,,,NOT_MATURE,en,"Walter ""Walt"" Whitman (1819 – 1892) was an American poet, essayist and journalist. A humanist, he was a part of the transition between transcendentalism and realism, incorporating both views in his works. Whitman is among the most influential poets in the American canon, often called the father of free verse. His work was very controversial in its time, particularly his poetry collection Leaves of Grass, which was described as obscene for its overt sexuality.Born in Huntington on Long Island, Whitman worked as a journalist, a teacher, a government clerk, and—in addition to publishing his poetry—was a volunteer nurse during the American Civil War. Early in his career, he also produced a temperance novel, Franklin Evans (1842). Whitman's major work, Leaves of Grass, was first published in 1855 with his own money. The work was an attempt at reaching out to the common person with an American epic. He continued expanding and revising it until his death in 1892. In this book:Leaves of GrassPatriotic PoemsComplete Prose Work",http://books.google.com/books/content?id=UE7aoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Walt Whitman']
830,De Profundis,"['Authors, Irish']",London : Methuen,1909,154.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=A5QOAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
831,The Fisherman and his Soul,['Foreign Language Study'],Uitgeverij De Boeck Secundair onderwijs,2013-02-18,112.0,,,,,NOT_MATURE,en,"FAIRY TALE & FANTASY A story of love and friendship about a fisherman who catches a mermaid. He lets her go because she promises to help him fish. Each day the mermaid appears and sings her song, so he falls in love with her. However, she cannot marry him until he has lost his human soul. Dossiers: Children’s Literature Aestheticism",http://books.google.com/books/content?id=OH2KPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Oscar Wilde', 'Kenneth Brodey']"
832,The Complete Works of Oscar Wilde,,,1910,,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=EtQVAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
833,Works,,,1909,,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=GMUwAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
834,Oscar Wilde Quotations,['Humor'],Jarrold Pub,1998,48.0,,,,,NOT_MATURE,en,"In Oscar Wilde, the words and wit of the 19t h century author, poet and playwright demonstrate his keen o bservation and analysis of the society in which he lived. '",http://books.google.com/books/content?id=iJkLAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
835,The Ballad of Reading Gaol,['Imprisonment'],,1901,12.0,,,4.0,3.0,NOT_MATURE,en,,http://books.google.com/books/content?id=8m-sPzMz2kkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
836,Lady Windermere's Fan,,,2021-04-13,62.0,,,,,NOT_MATURE,en,"Drawing-room in Lord Windermere's house. Door R.U. opening into ball-room, where band is playing. Door L. through which guests are entering. Door L.U. opens on to illuminated terrace. Palms, flowers, and brilliant lights. Room crowded with guests. Lady Windermere is receiving them.DUCHESS OF BERWICK. [Up C.] So strange Lord Windermere isn't here. Mr. Hopper is very late, too. You have kept those five dances for him, Agatha? [Comes down.]LADY AGATHA. Yes, mamma.DUCHESS OF BERWICK. [Sitting on sofa.] Just let me see your card. I'm so glad Lady Windermere has revived cards.-They're a mother's only safeguard. You dear simple little thing! [Scratches out two names.] No nice girl should ever waltz with such particularly younger sons! It looks so fast! The last two dances you might pass on the terrace with Mr. Hopper.",http://books.google.com/books/content?id=779mzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
837,The Picture of Dorian Gray,,Bernhard Tauchnitz,1908,287.0,,,4.0,172.0,NOT_MATURE,en,,http://books.google.com/books/content?id=w9A98UIGNMAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
838,A Woman Of No Importance,['Self-Help'],BEYOND BOOKS HUB,2021-10-16,204.0,https://play.google.com/store/books/details?id=bqJIEAAAQBAJ&rdid=book-bqJIEAAAQBAJ&rdot=1&source=gbs_api,1.33,,,NOT_MATURE,en,"A Woman of No Importance by Oscar Wilde is ""a new and original play of modern life"", in four acts, first given on 19 April 1893 at the Haymarket Theatre, London. Like Wilde's other society plays, it satirises English upper-class society.Oscar Wilde's audacious drama of social scandal centres around the revelation of Mrs Arbuthnot's long-concealed secret. A house party is in full swing at Lady Hunstanton's country home, when it is announced that Gerald Arbuthnot has been appointed secretary to the sophisticated, witty Lord Illingworth. Gerald's mother stands in the way of his appointment, but fears to tell him why, for who will believe Lord Illingworth to be a man of no importance?",http://books.google.com/books/content?id=bqJIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
839,Lady Windermere's Fan,['English drama (Comedy)'],,1906,78.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=b-VMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
840,A Woman of No Importance,,,1895*,182.0,,,3.5,4.0,NOT_MATURE,en,,,['Oscar Wilde']
841,An Ideal Husband,['English drama (Comedy)'],,1899,213.0,,,4.0,14.0,NOT_MATURE,en,"An Ideal Husband is an 1895 comedic stage play by Oscar Wilde which revolves around blackmail and political corruption, and touches on the themes of public and private honour. The action is set in London, in ""the present"", and takes place over the course of twenty-four hours.""Sooner or later,"" Wilde notes, ""we shall all have to pay for what we do."" But he adds that, ""No one should be entirely judged by their past."" Together with The Importance of Being Earnest, it is often considered Wilde's dramatic masterpiece. After Earnest, it is his most popularly produced play.",http://books.google.com/books/content?id=J58ElCw-G3sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
842,The Importance of Being Earnest Annotated,,,2021-02-07,102.0,,,,,NOT_MATURE,en,"""The Importance of Being Earnest A Trivial Comedy for Serious People is a play by Oscar Wilde. First performed on 14 February 1895 at the St James's Theatre in London, it is a farcical comedy in which the protagonists maintain fictitious personae to escape burdensome social obligations. Working within the social conventions of late Victorian London, the play's major themes are the triviality with which it treats institutions as serious as marriage, and the resulting satire of Victorian ways. Some contemporary reviews praised the play's humour and the culmination of Wilde's artistic career, while others were cautious about its lack of social messages. Its high farce and witty dialogue have helped make The Importance of Being Earnest Wilde's most enduringly popular play.""",http://books.google.com/books/content?id=Y9c0zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
843,The Decay of Lying,['Literary Collections'],Penguin UK,2020-09-24,144.0,https://play.google.com/store/books/details?id=nIzlDwAAQBAJ&rdid=book-nIzlDwAAQBAJ&rdot=1&source=gbs_api,8.45,,,NOT_MATURE,en,"'Life imitates Art far more than Art imitates Life' The two works brought together here, 'The Decay of Lying' and 'The Critic as Artist', are Oscar Wilde's wittiest and most profound writings on aesthetics, in which he proposes that criticism is the highest form of creation and that lying, the telling of a beautiful untruth, is the ultimate aim of art. One of twenty new books in the bestselling Penguin Great Ideas series. This new selection showcases a diverse list of thinkers who have helped shape our world today, from anarchists to stoics, feminists to prophets, satirists to Zen Buddhists.",http://books.google.com/books/content?id=nIzlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
844,The Canterville Ghost and Other Stories,['Fiction'],eBookIt.com,2013-05-22,76.0,https://play.google.com/store/books/details?id=Vh5C9RXPsvcC&rdid=book-Vh5C9RXPsvcC&rdot=1&source=gbs_api,2.99,3.0,3.0,NOT_MATURE,en,The Canterville Ghost and Other Stories Table Of Contents LORD ARTHUR SAVILE'S CRIME THE CANTERVILLE GHOST THE SPHINX WITHOUT A SECRET THE MODEL MILLIONAIRE THE PORTRAIT OF MR. W. H.,http://books.google.com/books/content?id=Vh5C9RXPsvcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
845,The Happy Prince and Other Tales,['Arts'],,1888,116.0,,,4.0,5.0,NOT_MATURE,en,The Happy Prince and Other Tales was written by Victorian author Oscar Wilde and illustrated by Walter Crane and Jacomb Hood.?,http://books.google.com/books/content?id=vVKeG7xD_WkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
846,The Essential Oscar Wilde,['Drama'],Simon and Schuster,2013-08-20,335.0,https://play.google.com/store/books/details?id=dnDsAgAAQBAJ&rdid=book-dnDsAgAAQBAJ&rdot=1&source=gbs_api,1.99,,,NOT_MATURE,en,"Collected her in one omnibus edition are Oscar Wilde's most important works including The Importance of Being Earnest, The Picture of Dorian Gray, Salome, Selected Poems of Oscar Wilde, The Soul of Man Under Socialism, The Happy Prince and Other Tales, and The Canterville Ghost. These works of poetry, fiction, drama, and prose encompass Wilde's entire career and they display his range of style and wit. Wilde is one of the most important writers in the history of the English language. Wilder Publications is a green publisher. All of our books are printed to order. This reduces waste and helps us keep prices low while greatly reducing our impact on the environment.",http://books.google.com/books/content?id=dnDsAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
847,The Importance of Being Earnest and the Picture of Dorian Gray,,,2018-01-12,228.0,,,,,NOT_MATURE,en,"The Importance of Being Earnest, A Trivial Comedy for Serious People is a play by Oscar Wilde. First performed on 14 February 1895 at the St James's Theatre in London, it is a farcical comedy in which the protagonists maintain fictitious person� to escape burdensome social obligations. Working within the social conventions of late Victorian London, the play's major themes are the triviality with which it treats institutions as serious as marriage, and the resulting satire of Victorian ways. Contemporary reviews all praised the play's humour, though some were cautious about its explicit lack of social messages, while others foresaw the modern consensus that it was the culmination of Wilde's artistic career so far. Its high farce and witty dialogue have helped make The Importance of Being Earnest Wilde's most enduringly popular play.The Picture of Dorian Gray: Handsome, young, but morally corrupt, Dorian Gray has his portrait made. As the years pass, he does not age, but evidence of his sins are apparent in his portrait, which grows uglier with each transgression. He keeps it safely hidden in the attic. But his mysterious behavior and ageless appearance begin to attract suspicion.",,['Oscar Wilde']
848,Poems,,,1907,339.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=v-zZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
849,"Poems, 1892",['Poetry'],,1995,234.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=5YBbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
