,id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,AuthorConnections,PublisherConnections
205,205,From Oral to Written,['Literary Criticism'],,2017,395.0,,,,,NOT_MATURE,en,"Aboriginal Canadians tell their own stories, about their own people, in their own voice, from their own perspective. If as recently as forty years ago there was no recognizable body of work by Canadian writers, as recently as thirty years ago there was no Native literature in this country. Perhaps a few books had made a dent on the national consciousness: The Unjust Society by Harold Cardinal, Halfbreed by Maria Campbell, and the poetry of Pauline Johnson and even Louis Riel. Now, three decades later, Native people have a literature that paints them in colours that are psychologically complex and sophisticated. They have a literature that validates their existence, that gives them dignity, that tells them that they and their culture, their ideas, their languages, are important if not downright essential to the long-term survival of the planet. Tomson Highway's From Oral to Written is a study of Native literature published in Canada between 1980 and 2010, a catalogue of amazing books that sparked the embers of a dormant voice. In the early 1980s, that voice rose up to overcome the major obstacle Native people have as writers: they are not able to write in their own Native languages, but have to write in the languages of the colonizer, languages that simply cannot capture the magic of Native mythology, the wild insanity of Trickster thinking. From Oral to Written is the story of the Native literary tradition, written - in multiple Aboriginal languages, in French, and in English - by a brave, committed, hard-working, and inspired community of exceptional individuals - from the Haida Nation on Haida Gwaii to the Mi'kmaq of Nova Scotia's Cape Breton Island. Leading Aboriginal author Tomson Highway surveys the first wave of Native writers published in Canada, highlighting the most gifted authors and the best stories they have told, offering non-Native readers access to reconciliation and understanding, and at the same time engendering among Native readers pride in a stellar body of work.",http://books.google.com/books/content?id=nRX8vQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Tomson Highway'],[67],[]
206,206,The Rez Sisters,['Drama'],Saskatoon : Fifth House,1988,118.0,,,4.0,4.0,NOT_MATURE,en,Portrays the attempts of seven Indian women from a northern Ontario reserve to beat the odds and win the world's largest bingo in Ontario.,http://books.google.com/books/content?id=UBBaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Tomson Highway'],[67],[]
207,207,What We Do Is Secret,['Fiction'],Villard,2007-12-18,368.0,https://play.google.com/store/books/details?id=U985Zfmw8hoC&rdid=book-U985Zfmw8hoC&rdot=1&source=gbs_api,8.99,2.0,3.0,NOT_MATURE,en,"“Why am I a punk? Because I wasn’t anything before, except different. And now it’s like I’m different, but with a vengeance.” It’s been months since the suicide of Darby Crash, L.A. punk rock icon and lead singer of the Germs. He checked out on the same day John Lennon was shot: December 8, 1980. But for Rockets Redglare, it feels like yesterday. Darby was the hot-as-sun center of Rockets’s world. Part ringleader, part god, and all charismatic manipulator, Darby was as close to family as a hustler and street kid like Rockets might ever get. Now, as Rockets amps up for another night looking for tricks and scrounging a meal, Sex Pistols and X lyrics on repeat in his head, he knows he’s come to a turning point–the scene is changing, and nothing’s as easy as it was when Darby brought him into the fold. From the underground clubs to the back of the giant “H” in the Hollywood sign, Rockets and his crew of friends spend the night burning bridges, building new ones, tripping and talking and searching for answers. As the dark gives way to early morning, the punks and the cops engage in their ritual standoff–and Rockets faces the ultimate choice: Should he stay or should he go?",http://books.google.com/books/content?id=U985Zfmw8hoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Thorn Kief Hillsbery'],[68],[]
208,208,King and Country,,,2009,318.0,,,,,NOT_MATURE,en,,,"['Thorn Kief Hillsbery', 'Columbia University. Writing Division']",[68],[]
209,209,Against Nature,,,1966,220.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=3jJBAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
210,210,Against the Grain,['Fiction'],BoD – Books on Demand,2015-03-04,172.0,,,,,NOT_MATURE,en,"Joris-Karl Huysmans: Against the Grain. (À rebours) Vollständige Neuausgabe. Herausgegeben von Karl-Maria Guth. Berlin 2015. Umschlaggestaltung von Thomas Schultz-Overhage. Gesetzt aus Minion Pro, 11 pt.",http://books.google.com/books/content?id=VFNhBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
211,211,Down There (La-Bas),['Fiction'],Courier Corporation,1972-01-01,287.0,,,,,NOT_MATURE,en,"At the novel's center is Durtal, a writer obsessed with the life of one of the blackest figures in history, Gilles de Rais — child murderer, sadist, necrophile, and practitioner of all the black arts. The book's authentic, extraordinarily detailed descriptions of the Black Mass have never been surpassed.",http://books.google.com/books/content?id=Ovq2opbYIc8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
212,212,Against Nature,['Fiction'],Penguin,2003-05,242.0,,,,,NOT_MATURE,en,"The hero of this curious novel is des Esseintes, a neurasthenic aristocrat who has turned his back on the vulgarity of modern life and retreated to an isolated country villa. Here, accompanied only by a couple of silent servants, he pursues his obsessions with exotic flowers, rare gems, and complex perfumes and embarks on a series of increasingly strange aesthetic experiments, starting with the decision to give his giant pet tortoise a jewel-encrusted shell...",http://books.google.com/books/content?id=6DnnKFSa24IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
213,213,With the Flow,['Fiction'],Alma Classics,2020-09-22,128.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=u3hBzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
214,214,En Route,['Catholic converts'],,1897,313.0,,,5.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=ZEqmFTZkKo8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
215,215,La Bas,,Createspace Independent Publishing Platform,2016-11-17,344.0,,,,,NOT_MATURE,en,"Summary The hero Durtal, a mediocre Parisian author, is investigating Gilles de Rais, who was accused in the 15th century of having raped and tortured dozens of children. These researches exert a strange fascination over Madame Chantelouve, who soon falls in love with the writer and becomes his mistress. Faithful to Satan, she teaches him that black masses continue to be celebrated in Paris. Durtal initiates himself to Satanism, converses with his friends of occultism, astrology, spiritism, magic ...",http://books.google.com/books/content?id=6gEfMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
216,216,Becalmed,['Fiction'],Atlas Press,1992,154.0,,,,,NOT_MATURE,en,"The novel that Huysmans wrote between his two most famous works 'Against Nature' and 'Down There'. A welcome addition to the canon of 19th century French literature in Britain, and one which those of Freudian disposition will relish.' - Times Literary Supplement'",http://books.google.com/books/content?id=ib9cAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[49]
217,217,En Route,['Fiction'],Aegypan,2008-03-01,268.0,,,,,NOT_MATURE,en,"""Out of curiosity and to kill time, after so many years of forgetfulness, he enters a church and hears the Vespers for the Dead. Heavily upon his ears the music falls -- psalm after psalm, in antiphonal chant, as the singers toss up, like ditch-diggers, their shovels-full of verses -- and shakes his soul to its depths!"" Disgusted with life, Durtal turns to the church. Family history and his own atavistic feelings are among them the influences that have brought him here at last -- but most powerful are the forces of art and music. Durtal makes a round of the churches during Holy Week -- ""and they open to him like palaces ruined, like cemeteries laid waste by God."" French novelist Joris-Karl Huysmans (1848-1907) in ""En Route"" tells the deeply reflective tale of one who chooses to enter into the life of the Roman Catholic Church.",http://books.google.com/books/content?id=d95tPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Joris-Karl Huysmans', 'W. Fleming']",[69],[]
218,218,A Dish of Spices,,,2005,126.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=cQYbAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
219,219,"Down Stream (A Vau-l'eau) and Other Works, Including Marthe, A Dish of Spices (Le Drageoir Aux Épices), Critical Papers (from Certains and L'art Moderne), and a Twenty-year-after Preface (to A Rebours)",['French literature'],,1975,343.0,,,,,NOT_MATURE,en,"For Downstream: ""Set in late-nineteenth-century Paris, Downstream is the story of civil servant Jean Folantin, a man beset with melancholy induced by middle-aged loneliness, nihilism, and toiling for a wage that scarcely allows him to subsist. His days are composed of office drudgery; in the evenings he searches in vain for a decent meal. His nights are spent alone."" ""Whether Downstream is the political tale of a man's enslavement by poverty or, instead, a psychological tale of his reluctance to genuinely invest hope in anything that actually matters, it is J.K. Huysmans in a foul and visionary mood."" -- Jacket from another manifestation of this work.",http://books.google.com/books/content?id=27hcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
220,220,Parisian Sketches,['Fiction'],SCB Distributors,2011-02-05,200.0,https://play.google.com/store/books/details?id=TtlU4IhuPZEC&rdid=book-TtlU4IhuPZEC&rdot=1&source=gbs_api,13.99,,,NOT_MATURE,en,"""No one, not even Toulouse-Lautrec, was so tireless a tracker of Paris�s genius loci as Huysmans. Like many of his radical contemporaries, he was obsessed by the idea of beauty within the ugliness of back-street Paris, by the thought that the distortions of depravity presented a truer picture of our spiritual nature than conventional religion or revolutionary excess. The excellent introduction to these cameos show how Huysmans saw his art as complementary to the painter�s. As the stories themselves testify, however, the results were not always successful. Compare for example, the sharp impressionistic portrayal of 'A Streetwalker' with the hazy, self-regarding raptures of 'The Overture to Tannhauser', a hyperventilating review characterised by sonorous phrases which pile up and collapse. But his symbolist mode yields as many rockets as damp squibs: 'A Nightmare' is genuinely chilling and oddly exultant. A tale about the wandering Jew is a mini-masterpiece. In this and other pieces, Huysmans begins and ends his tale with the same description - giving the whole the air of a medieval chant."" Murrough Obrien in The Independent on Sunday",http://books.google.com/books/content?id=TtlU4IhuPZEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
221,221,The Road from Decadence,"['Fiction in French - Huysmans, J.-K. - Correspondence, diaries, etc']",Burns & Oates,1989,273.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=m6xcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[101]
222,222,Joris-Karl Huysmans,,,1965,116.0,,,,,NOT_MATURE,fr,,http://books.google.com/books/content?id=8IEVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
223,223,A Dilemma,['Fiction'],,2015,81.0,,,3.0,1.0,NOT_MATURE,en,"Originally published in book form in French in 1887, Joris-Karl Huysmans' A Dilemma remains a particularly nasty little tale, a mordantly satiric and cruel account of bourgeois greed and manipulation that holds up as clear a mirror to today's neoliberalist times as it did to the French fin-de-siècle. Written smack in-between Huysmans' most famous works--his 1881 Against Nature, which came to define the Decadent movement, and his 1891 exploration of Satanism, Down There--A Dilemma presents some of Huysmans' most memorable characters, including Madame Champagne, the self-appointed Parisian protector of women in need, and the carnal would-be sophisticate notary Le Ponsart, who wages a war of words with the bereft pregnant mistress of his deceased grandson with devastating consequences. In its unflinching portrayal of how authoritarian language can be used and abused as a weapon, this novella stands as Huysmans' indictment of the underlying crime of the novel itself: a language apparatus employed to maintain the appetites of the ruling class. Earning a wage through a career in the French civil service, Joris-Karl Huysmans (1848-1907) quietly explored the extremes of human nature and artifice through a series of books that influenced a number of different literary movements: from the grey and grimy Naturalism of books like Marthe and Downstream to the cornerstones of the Decadent movement, Against Nature and the Satanist classic Down There, the dream-ridden Surrealist favorite, Becalmed, and his Catholic novels, The Cathedral and The Oblate.",http://books.google.com/books/content?id=TkLQrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Joris-Karl Huysmans'],[69],[]
224,224,Sun City,['Older people'],Pantheon,1976-01-01,214.0,,,,,NOT_MATURE,en,,,['Tove Jansson'],[71],[]
225,225,The Cold Dish,['Fiction'],Penguin Books,2019-08-06,448.0,,,4.0,71.0,NOT_MATURE,en,"Introducing Wyoming's Sheriff Walt Longmire in this riveting novel from the New York Times bestselling author of Hell Is Empty and As the Crow Flies, the first in the Longmire Mystery Series, the basis for LONGMIRE, the hit Netflix original drama series. Fans of Ace Atkins, Nevada Barr and Robert B. Parker will love this outstanding first novel, in which New York Times bestselling author Craig Johnson introduces Sheriff Walt Longmire of Wyoming's Absaroka County. Johnson draws on his deep attachment to the American West to produce a literary mystery of stunning authenticity, and full of memorable characters. After twenty-five years as sheriff of Absaroka County, Walt Longmire's hopes of finishing out his tenure in peace are dashed when Cody Pritchard is found dead near the Northern Cheyenne Reservation. Two years earlier, Cody has been one of four high school boys given suspended sentences for raping a local Cheyenne girl. Somebody, it would seem, is seeking vengeance, and Longmire might be the only thing standing between the three remaining boys and a Sharps .45-70 rifle. With lifelong friend Henry Standing Bear, Deputy Victoria Moretti, and a cast of characters both tragic and humorous enough to fill in the vast emptiness of the high plains, Walt Longmire attempts to see that revenge, a dish best served cold, is never served at all.",http://books.google.com/books/content?id=8JyhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Craig Johnson'],[72],"[230, 392, 419]"
226,226,Death Without Company,['Fiction'],Penguin,2007,271.0,,,4.0,29.0,NOT_MATURE,en,"When a resident at the Durant Home for Assisted Living is found poisoned, Sheriff Longmire finds her death proving as dramatic as her life, which was marked by connections to the coal-bed methane industry, a relationship with Longmire's predecessor, and an abusive husband. By the author of The Cold Dish. Reader's Guide available. Reprint. 25,000 first printing.",http://books.google.com/books/content?id=-H2iLlgpw94C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Craig Johnson'],[72],[]
227,227,The Classic Works of D. H. Lawrence,['Fiction'],Bounty Books,2014-07-28,839.0,,,,,NOT_MATURE,en,"D.H. Lawrence is one of the greatest English novelists of the 20th century. He gained literary fame for his novels and poems which took a vigorous, new attitude towards personal relationships. The passion, intensity and honesty of Lawrence's best work will ensure his popularity and critical reputation long after the scandal surrounding Lady Chatterley's Lover has been forgotten. Sons and Lovers, Lawrence's first important novel, examines the emotional conflict in an ambitious young painter as he struggles to escape his mining background and is caught between intense devotion to his mother and a newly-aroused passion for two dissimilar women. Lawrence considered Women in Love his best novel, the story of the loves of two sisters Gudrun and Ursula charts a course of tempestuous passions descending, inevitably, into tragedy. Love Among the Haystacks is the short but powerful tale of rivalry between two brothers whose emotional confusion finds resolution one summer night after the Nottingham harvest. Lady Chatterley's Lover is perhaps the most notorious novel ever written. This story of a passionate love affair between an aristocratic lady and her crippled husband's gamekeeper was banned when it first appeared and the unexpurgated text published here was suppressed for a further thirty-two years.",http://books.google.com/books/content?id=wa-GoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['D. H. Lawrence'],[77],[]
228,228,D. H. Lawrence and Italy,['Travel'],Penguin UK,2018-11-08,528.0,https://play.google.com/store/books/details?id=IUhqDwAAQBAJ&rdid=book-IUhqDwAAQBAJ&rdot=1&source=gbs_api,21.14,3.0,3.0,NOT_MATURE,en,"In these impressions of the Italian countryside, Lawrence transforms ordinary incidents into passages of intense beauty. Twilight in Italy is a vibrant account of Lawrence's stay among the people of Lake Garda, whose decaying lemon gardens bear witness to the twilight of a way of life centuries old. In Sea and Sardina, Lawrence brings to life the vigorous spontaneity of a society as yet untouched by the deadening effect of industrialization. And Etruscan Places is a beautiful and delicate work of literary art, the record of ""a dying man drinking from the founts of a civilization dedicated to life.""",http://books.google.com/books/content?id=IUhqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['D. H. Lawrence'],[77],[]
229,229,Lady Chatterley's Lover,['Fiction'],Read Books Ltd,2015-05-06,354.0,https://play.google.com/store/books/details?id=-GN-CgAAQBAJ&rdid=book--GN-CgAAQBAJ&rdot=1&source=gbs_api,5.99,,,MATURE,en,"David Herbert Lawrence (1885–1930) was an English writer and poet whose work famously examined the results of industrialisation on contemporary society. In his novels and poetry, Lawrence explored a variety of then-controversial issues including sexuality and emotional health, which led many to label his work pornography. Today, he is considered to be one of the most important and influential writers of his generation. Lawrence's 1928 novel “Lady Chatterley's Lover” is the story of the former Constance Reid (Lady Chatterley), a young woman married to an upper-class baronet who was left with lower body paralysis as a result of his participation in the Great War. Both physically and emotionally distant from her husband, Constance begins an extramarital affair with the gamekeeper. Following the Victory of the publisher Penguin Books in an obscenity trial in the United Kingdom, an uncensored version of the book was finally published and gained notoriety due to explicit descriptions of sex and its use of then-unprintable four-letter words. A revolutionary novel and a true classic of English literature, “Lady Chatterley's Lover” would make for a worthy addition to any bookshelf. Read & Co. Classics is proud to be republishing this seminal novel now in a brand new edition complete with a specially-commissioned new biography of the author.",http://books.google.com/books/content?id=-GN-CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['D. H. Lawrence'],[77],[]
230,230,The Trespasser,['Fiction'],Cambridge University Press,1981,327.0,,,4.0,1.0,MATURE,en,"This edition of The Trespasser presents, for the first time, the text that Lawrence intended.",http://books.google.com/books/content?id=h84M3bPrmsQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,['D. H. Lawrence'],[77],[106]
231,231,The Bad Side of Books,['English essays'],NYRB Classics,2019,512.0,,,,,NOT_MATURE,en,"You could describe D.H. Lawrence as the great multi-instrumentalist among the great writers of the twentieth century. He was a brilliant, endlessly controversial novelist who transformed, for better and for worse, the way we write about sex and emotions; he was a wonderful poet; he was an essayist of burning curiosity, expansive lyricism, odd humor, and radical intelligence, equaled, perhaps, only by Virginia Woolf. Here Geoff Dyer, one of the finest essayists of our day, draws on the whole range of Lawrence's published essays to reintroduce him to a new generation of readers for whom the essay has become an important genre. We get Lawrence the book reviewer, writing about Death in Venice and welcoming Ernest Hemingway; Lawrence the travel writer, in Mexico and New Mexico and Italy; Lawrence the memoirist, depicting his strange sometime-friend Maurice Magnus; Lawrence the restless inquirer into the possibilities of the novel, writing about the novel and morality and addressing the question of why the novel matters; and, finally, the Lawrence who meditates on birdsong or the death of a porcupine in the Rocky Mountains. Dyer's selection of Lawrence's essays is a wonderful introduction to a fundamental, dazzling writer.",http://books.google.com/books/content?id=FHLADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['D. H. Lawrence'],[77],[]
232,232,The Rainbow,['Fiction'],Standard Ebooks,2021-05-24T02:04:40Z,,,,,,NOT_MATURE,en,"The Rainbow is an epic tale spanning three generations of Brangwens, a family of farmers living in Nottinghamshire around the time of the Industrial Revolution. The tale begins with Tom Brangwen, the very epitome of a rural English farmer leading the old way of life. We follow him as a youth easing in to the rhythm of rural existence. He soon falls in love with Lydia, a Polish immigrant he had hired as a housekeeper, and despite their vast cultural differences, the two marry. Their relationship is, in a word, satisfactory: the two face a language and culture barrier that prevents their minds from ever truly meeting, but they learn to be more or less content with their place in society and in raising their children. Lydia’s child by her first marriage, Anna, becomes the focus of the next part of the novel. She was born in England, and has a fiery and demanding temperament. She falls in love with Will, a nephew of Tom, and the two begin a rocky and difficult marriage. Will, a craftsman and not a farmer, is self-absorbed, and wants nothing more than for them to live their lives only for each other. But Anna wants to strike out in the world and become a part of society. The two must reconcile their clashing personalities and desires as they raise their many children. The oldest of their children, Ursula, becomes the focus of the last third—and perhaps most famous—part of the novel. Ursula is a deeply sensual being born in to the Victorian era, a time restrained in morality but exploding in energy and possibility, now worlds away from her grandfather Tom Brangwen’s quiet, traditional farming life. She leads a life unimaginable to her rural ancestors: indulging in travel abroad, waiting for marriage and pursuing her physical desires, and even taking on a career—a concept both new and frightening to her family, who are just a generation removed from the era when a woman’s life was led at home. Her unhappiness with the contradiction in this new unbridled way of living and the strict social mores of the era becomes the main theme of this last part of the book. The entire novel takes a frank approach to sexuality and physical desire, with sex portrayed unashamedly as a natural, powerful, pleasurable, and desirable force in relationships. In fact Ursula’s story is the most famous part of the novel not just because of her unrestrained physicality and lust, but because she also experiments with a candidly-realized homosexual affair with one of her teachers. This unheard-of treatment of deeply taboo topics was poorly received by Lawrence’s Edwardian contemporaries, and the book quickly became the subject of an obscenity trial that resulted in over 1,000 copies being burned and the book being banned in the U.K. for eleven years. Though its charged portrayal of sexuality is what the book is remembered for, sexuality is only one of the themes Lawrence treats. The novel stands solidly on its rich description of both rural and city life, its wide-angled view of change over generations, and its exploration of hope for the human spirit in societies that heave not gently but quickly and violently into new eras. This book is part of the Standard Ebooks project, which produces free public domain ebooks.",http://books.google.com/books/content?id=YtkvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['D. H. Lawrence'],[77],[]
233,233,The Virgin and the Gypsy,['Literary Collections'],Atlântico Press,2013-04-29,120.0,https://play.google.com/store/books/details?id=LcFdAAAAQBAJ&rdid=book-LcFdAAAAQBAJ&rdot=1&source=gbs_api,13.86,4.0,3.0,NOT_MATURE,en,"The Virgin and the Gypsy is a short story by English author D. H. Lawrence, about personal and sexual liberation. It was written in 1926 and published posthumously in 1930. The Virgin and the Gypsy has become a classic and is one of Lawrence’s most vibrant short novels.",http://books.google.com/books/content?id=LcFdAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['D. H. Lawrence'],[77],[]
234,234,Selected Poems of D.H. Lawrence,['English poetry'],Heinemann International Incorporated,1995-01,184.0,,,,,NOT_MATURE,en,Contains the author's best known poems accompanied with notes and tips on essay writing and A-level exam skills,http://books.google.com/books/content?id=_kcMrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['D. H. Lawrence', 'James Reeves']",[77],[250]
235,235,Studies in Classic American Literature,['Art'],Good Press,2020-12-08,147.0,https://play.google.com/store/books/details?id=qFkOEAAAQBAJ&rdid=book-qFkOEAAAQBAJ&rdot=1&source=gbs_api,0.99,,,NOT_MATURE,en,"""Studies in Classic American Literature"" by D. H. Lawrence. Published by Good Press. Good Press publishes a wide range of titles that encompasses every genre. From well-known classics & literary fiction and non-fiction to forgotten−or yet undiscovered gems−of world literature, we issue the books that need to be read. Each Good Press edition has been meticulously edited and formatted to boost readability for all e-readers and devices. Our goal is to produce eBooks that are user-friendly and accessible to everyone in a high-quality digital format.",http://books.google.com/books/content?id=qFkOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['D. H. Lawrence'],[77],[]
236,236,D. H. Lawrence: Late Essays and Articles,['Literary Collections'],Cambridge University Press,2004-04,425.0,,,,,NOT_MATURE,en,"In his last years D. H. Lawrence often wrote for newspapers; he needed the money, and clearly enjoyed the work. He also wrote several substantial essays during the same period. This meticulously-edited collection brings together major essays such as Pornography and Obscenity and Lawrence's spirited Introduction to the volume of his Paintings; a group of autobiographical pieces, two of which are published here for the first time; and the articles Lawrence wrote at the invitation of newspaper and magazine editors. There are thirty-nine items in total, thirty-five of them deriving from original manuscripts; all were written between 1926 and Lawrence's death in March 1930. They are ordered chronologically according to the date of composition; each is preceded by an account of the circumstances in which it came to be published. The volume is introduced by a substantial survey of Lawrence's career as a writer responding directly to public interests and concerns.",http://books.google.com/books/content?id=te9woZSUMd0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['D. H. Lawrence'],[77],[106]
237,237,The Letters of D. H. Lawrence,['Biography & Autobiography'],Cambridge University Press,2002-09-05,636.0,,,,,NOT_MATURE,en,"Volume I gives the first 580 letters, covering the period September 1901 to May 1913.",http://books.google.com/books/content?id=U-SLXgFQ0hoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['D. H. Lawrence'],[77],[106]
238,238,Adult Onset,['Fiction'],Tin House Books,2015-04-14,400.0,https://play.google.com/store/books/details?id=NQKDBwAAQBAJ&rdid=book-NQKDBwAAQBAJ&rdot=1&source=gbs_api,22.73,3.5,14.0,NOT_MATURE,en,"From the acclaimed, bestselling author of two beloved classics, Fall On Your Knees and The Way the Crow Flies, Adult Onset is a powerful drama that makes vividly real the pressures of life and love, and the undercurrents that run deep through even the most devoted families. Mary Rose MacKinnon is a successful author of YA fiction doing a tour of duty as stay-at-home mom while her partner, Hilary, takes a turn focusing on her career. She tries valiantly to balance the (mostly) solo parenting of two young children with the relentless needs of her aging parents. But amid the hilarities of full-on domesticity arises a sense of dread. Do other people notice the dents in the expensive refrigerator? How long will it take Mary Rose to realize that the car alarm that has been going off all morning is hers, and how on earth did the sharpest pair of scissors in the house wind up in her toddler’s hands? As frustrations mount, she experiences a flare-up of forgotten symptoms of a childhood illness that compel her to rethink her own upbringing, her own family history. Over the course of one outwardly ordinary week, Mary Rose’s world threatens to unravel, and the specter of violence raises its head with dangerous implications for her and her children. With humor and unerring emotional accuracy, Adult Onset explores the pleasures and pressures of family bonds, powerful and yet so easily twisted and broken. Ann-Marie MacDonald has crafted a searing, terrifying, yet ultimately uplifting story.",http://books.google.com/books/content?id=NQKDBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ann-Marie MacDonald'],[79],[]
239,239,The Way the Crow Flies,['Fiction'],Vintage Canada,2011-07-27,832.0,,,4.0,37.0,NOT_MATURE,en,"“The sun came out after the war and our world went Technicolor. Everyone had the same idea. Let’s get married. Let’s have kids. Let’s be the ones who do it right.” The Way the Crow Flies, the second novel by bestselling, award-winning author Ann-Marie MacDonald, is set on the Royal Canadian Air Force station of Centralia during the early sixties. It is a time of optimism--infused with the excitement of the space race but overshadowed by the menace of the Cold War--filtered through the rich imagination and quick humour of eight-year-old Madeleine McCarthy and the idealism of her father, Jack, a career officer. Ann-Marie MacDonald said in a discussion with Oprah Winfrey about her first book, “a happy ending is when someone can walk out of the rubble and tell the story.” Madeleine achieves her childhood dream of becoming a comedian, yet twenty years later she realises she cannot rest until she has renewed the quest for the truth, and confirmed how and why the child was murdered.. Publishers Weekly, in a starred review, called The Way the Crow Flies “absorbing, psychologically rich…a chronicle of innocence betrayed”. With compassion and intelligence, and an unerring eye for the absurd as well as the confusions of childhood, , MacDonald evokes the confusion of being human and the necessity of coming to terms with our imperfections.",http://books.google.com/books/content?id=enLBTNKB3AsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ann-Marie MacDonald'],[79],[]
240,240,Fall On Your Knees,['Fiction'],Simon and Schuster,2011-01-25,512.0,https://play.google.com/store/books/details?id=JSpbbA1zyz4C&rdid=book-JSpbbA1zyz4C&rdot=1&source=gbs_api,13.99,4.0,72.0,NOT_MATURE,en,"The Piper family is steeped in secrets, lies, and unspoken truths. At the eye of the storm is one secret that threatens to shake their lives -- even destroy them. Set on stormy Cape Breton Island off Nova Scotia, Fall on Your Knees is an internationally acclaimed multigenerational saga that chronicles the lives of four unforgettable sisters. Theirs is a world filled with driving ambition, inescapable family bonds, and forbidden love. Compellingly written, by turns menacingly dark and hilariously funny, this is an epic tale of five generations of sin, guilt, and redemption.",http://books.google.com/books/content?id=JSpbbA1zyz4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Ann-Marie MacDonald'],[79],[]
