name,bio
Haynes Manual,"The Haynes Owner's Workshop Manuals (commonly known as Haynes Manuals) are a series of practical manuals from the British publisher Haynes Publishing Group. The series primarily focuses upon the maintenance and repair of automotive vehicles, covering a wide range of makes and models (300 models of car and 130 models of motorcycle); the manuals are aimed mainly at DIY enthusiasts rather than professional garage mechanics, as they lack the depth of coverage on particular vehicles or problems. The series includes a range of 'practical lifestyle' manuals in the same style for a range of topics, including domestic appliances and personal computers, digital photography, model railways, sport, animal care, men,[1]
babies,[2]
sex,[3] and women.[4] They also now publish the Bluffer's Guides collection.[5]
"
Headline Publishing Group,"Headline Publishing Group is a British publishing brand and former company. It was founded in 1986 by Tim Hely Hutchinson.[1] In 1993, Headline bought Hodder & Stoughton and the company became Hodder Headline Ltd. In 1999, Hodder Headline was acquired by WH Smith. It was acquired by Hachette Livre, from the WHSmith Group PLC, in 2005.[2]
"
Heinemann,"Heinemann is a publisher of professional resources and a provider of educational services established in 1978 in Portsmouth, New Hampshire, as a U.S. subsidiary of Heinemann UK. Today, the UK education imprint is owned by Pearson, the UK trade publications are owned by Penguin Random House and the US education imprint is owned by Houghton Mifflin Harcourt.
"
Harcourt Education,"
"
RELX,"
"
Hesperus Press,"Hesperus Press is an independent publishing house based in London, United Kingdom. It was founded in 2001. The publisher's motto, ""Et Remotissima Prope,"" is a Latin phrase which means ""Bringing near what is far"".[2] Hesperus Press has published some 300 works[3] by both classic and contemporary authors, including: Dante, Percy Bysshe Shelley, Dickens, Dostoyevsky, Flaubert, Kafka, Tolstoy, Woolf, Annie Dillard, and Aldous Huxley. Their series include: Hesperus Classics, Brief Lives, Poetic Lives, ON, Modern Voices, and Hesperus Worldwide.[4] Hesperus is also responsible for the best-seller The Hundred-Year-Old Man Who Climbed Out the Window and Disappeared by Swedish author Jonas Jonasson, released in July 2012.
"
Hemus,"
"
Heyday Books,"Heyday is an independent nonprofit publisher based in Berkeley, California.
"
HMSO,"The Office of Public Sector Information (OPSI) is the body responsible for the operation of His/Her Majesty's Stationery Office (HMSO) and of other public information services of the United Kingdom. The OPSI is part of the National Archives of the United Kingdom and is responsible for Crown copyright.
"
Hodder & Stoughton,"Hodder & Stoughton is a British publishing house, now an imprint of Hachette.
"
Hogarth Press,"
"
Holland Park Press,"Holland Park Press is an independent, privately owned, London-based publishing house. It was founded in 2009 by Bernadette Jansen op de Haar.
"
Holt McDougal,"Holt McDougal is an American publishing company, a division of Houghton Mifflin Harcourt, that specializes in textbooks for use in High Schools.
"
Hoover Institution Press,"The Hoover Institution on War, Revolution, and Peace is a conservative American public policy institution and research institution that promotes personal and economic liberty, free enterprise, and limited government.[2][3][4] Located in Stanford, California, on the campus of Stanford University, it began as a library founded in 1919 by Stanford alumnus Herbert Hoover, before he became President of the United States. The library, known as the Hoover Institution Library and Archives, houses multiple archives related to Hoover, World War I, World War II, and other world-historical events. 
"
Horizon Scientific Press,"Caister Academic Press is an independent academic publishing company that produces books and ebooks on microbiology and molecular biology. The address for the editorial offices is in Poole, UK with worldwide sales and distribution through the Ingram Content Group. Published books include review volumes, practical manuals and reference texts aimed at the post-graduate, research and professional market.
"
Houghton Mifflin Harcourt,"
"
House of Anansi Press,"House of Anansi Press is a Canadian publishing company, founded in 1967 by writers Dennis Lee and Dave Godfrey. The company specializes in finding and developing new Canadian writers of literary fiction, poetry, and non-fiction.
"
The House of Murky Depths,"
"
Howell-North Books,"Howell-North Books was a book publishing company based in Berkeley, California.[1] They specialized in American history, in particular railroadiana, the American West, and nautical history. They were active from at least 1959 to 1981.[2][3]
"
Humana Press,"Humana Press was an American academic publisher of science, technology, and medical books and journals founded in 1976. It was bought by Springer Science+Business Media in 2006. 
"
Hutchinson,"
"
Ian Allan Publishing,"
"
Ignatius Press,"Ignatius Press, named for Saint Ignatius of Loyola, founder of the Jesuit order, is a Catholic publishing house based in San Francisco, California, US. It was founded in 1978 by Father Joseph Fessio. a Jesuit priest and former pupil of Pope Benedict XVI. In an interview in 1998, Fessio said, ""our objective is to support the teachings of the Church"".[2] Ignatius Press also produces Catholic World Report, Homiletic and Pastoral Review, Ignatius Insight and the blog Ignatius Insight Scoop.
"
Indiana University Press,"Indiana University Press, also known as IU Press, is an academic publisher founded in 1950 at Indiana University that specializes in the humanities and social sciences. Its headquarters are located in Bloomington, Indiana. IU Press publishes 140 new books annually, in addition to 29 academic journals, and maintains a current catalog comprising some 2,000 titles.[2]
"
Informa,"
"
Information Age Publishing,"Information Age Publishing Inc. (IAP) is a publisher of academic books, primarily in the fields of education and management. It was founded in 1999 by George Johnson and is located in Charlotte, North Carolina.
"
Insomniac Press,"Insomniac Press is a Canadian independent book publisher.
"
International Association of Engineers,"The International Association of Engineers (IAENG) is a non-profit international association for engineers and computer scientists. IAENG was founded by a group of engineers and computer scientists in 1968, originally as a private club network for its founding members.[1] Nowadays, IAENG has its secretariat office in Hong Kong with more than 140,000 members (May 2014) and holds the annual congress World Congress on Engineering [2] for the engineering research communities.
"
International Universities Press,"International Universities Press, Inc. was a private publishing company of academic journals and books on psychotherapy and contiguous disciplines. It was established in 1944[1] and was based in Madison, CT. It published the following journals:[2]
"
Inter-Varsity Press,"
"
InterVarsity Press,"Founded in 1947, InterVarsity Press (IVP) is an American publisher of Christian books located in Westmont, Illinois. IVP focuses on publishing Christian books that speak to important cultural moments, provide tools for spiritual growth, and equip pastors, professors, and ministry leaders in their work.
"
Ishi Press,"Samuel Howard Sloan (born September 7, 1944) is an American perennial candidate and former broker-dealer. In 1978, he was the last non-lawyer to argue a case pro se before the United States Supreme Court. The court eventually prohibited non-lawyers from arguing cases before them in 2013.[1][2]
"
Islamic Texts Society,"The Islamic Texts Society (ITS) is a peer-reviewed, British publishing house which concentrates on academic and general titles on Islam.[1]  It is registered as an educational charity in the UK.[2]
"
Island Press,"Island Press is a nonprofit, environmental publisher based in Washington, D.C., United States, that specializes in natural history, ecology, conservation, and the built environment. Established in 1984,[3] Island Press generates about half of its revenue through sales and half through donations by organizations and individuals.
"
Ivyspring International Publisher,"Ivyspring International Publisher is a publisher of scientific literature including open-access scientific journals, such as the International Journal of Medical Sciences and International Journal of Biological Sciences.
"
J. M. Dent,"Joseph Malaby Dent (30 August 1849 – 9 May 1926) was a British book publisher who produced the Everyman's Library series.
"
Jaico Publishing House,"
"
The Jarrold Group,"Jarrold & Sons Ltd is a Norwich–based company, founded in 1770 at Woodbridge, Suffolk,[1] before relocating to Norfolk in 1823. 
"
The Jewish Publication Society,"The Jewish Publication Society (JPS), originally known as the Jewish Publication Society of America, is the oldest nonprofit, nondenominational publisher of Jewish works in English.  Founded in Philadelphia in 1888, by reform Rabbi Joseph Krauskopf among others, JPS is especially well known for its English translation of the Hebrew Bible, the JPS Tanakh.
"
John Lane,"John Lane (14 March 1854 – 2 February 1925) was a British publisher who co-founded The Bodley Head with Charles Elkin Mathews.[1]
"
John Murray,"
"
Jones & Bartlett Learning,"Jones & Bartlett Learning, a division of Ascend Learning,[1] is a scholarly publisher. The name comes from Donald W. Jones, the company's founder, and Arthur Bartlett, the first editor.[citation needed]
"
Karadi Tales,"
"
Kensington Books,"Kensington Publishing Corp. is an American, New York-based publishing house founded in 1974 by Walter Zacharius (1923–2011)[2] and Roberta Bender Grossman (1946–1992).[3] Kensington is known as “America’s Independent Publisher.” It remains a multi-generational family business, with Steven Zacharius succeeding his father as president and CEO, and Adam Zacharius as general manager.
"
Kessinger Publishing,"Kessinger Publishing LLC is an American print on demand publishing company located in Whitefish, Montana that specializes in rare, out of print books.[1][2]
"
Kluwer Academic Publishers,"Springer Science+Business Media, commonly known as Springer, is a German multinational publishing company of books, e-books and peer-reviewed journals in science, humanities, technical and medical (STM) publishing.[1]
"
Knockabout Comics,"Knockabout Comics is a UK publisher and distributor of underground and alternative books and comics. They have a long-standing relationship with underground comix pioneer Gilbert Shelton.
"
Kodansha,"Kodansha Ltd. (Japanese: 株式会社講談社, Hepburn: Kabushiki-gaisha Kōdansha) is a Japanese privately-held publishing company headquartered in Bunkyō, Tokyo.[1] Kodansha is the largest Japanese publishing company, and it produces the manga magazines Nakayoshi, Afternoon, Evening, Weekly Shōnen Magazine and Bessatsu Shōnen Magazine, as well as the more literary magazines Gunzō, Shūkan Gendai, and the Japanese dictionary Nihongo Daijiten. Kodansha was founded by Seiji Noma in 1909, and members of his family continue as its owners either directly or through the Noma Cultural Foundation.
"
Kogan Page,"
"
Koren Publishers Jerusalem,"Koren Publishers Jerusalem is an Israeli publisher of Jewish religious texts. It was established in 1961 by Eliyahu Koren, with the aim of publishing the first Hebrew Bible designed, edited, printed, and bound by Jews in nearly 500 years. It produced The Koren Bible in 1962,  The Koren Siddur in 1981, and the Koren Sacks Siddur in 2009, in addition to numerous editions of these books and other religious texts in Hebrew, English, and other languages.
"
Korero Press,"Korero Press is a London-based art book publisher. Its list of books mainly includes pop culture, street art, erotica and horror titles. It has published books by contemporary artists Ron English, Patrick J. Jones and Graham Humphreys. Korero Press distribute their books to traditional bricks and mortar bookshops, and sell directly from their website.
"
KTAV Publishing House,"
"
Kumarian Press,"Kumarian Press was an independent academic publishing company established in 1977 in West Hartford, CT by Krishna Kumari Sondhi and Ian Mayo-Smith. The company was named after the founders (Sondhi's middle name and Mayo Smith's first name combined). The company began publishing titles on management for training programs in international development, some of them written by the founders.[1]  International development remains the core of the publishing program but has expanded over the years to include books on human rights, civil society, peacebuilding, governance, gender studies, microfinance and international health.  It also distributes titles for Oxfam Great Britain,[2] International Federation of Red Cross and Red Crescent Societies[3] and The United Nations Development Fund for Women.[4] Kumarian was sold in April 2008 to Stylus Publishing and was an imprint of Stylus, located in Sterling, VA. In April 2013 Kumarian was sold to Lynne Rienner Publishers of Boulder, CO. [5][6]
"
Ladybird Books,"Ladybird Books is a London-based publishing company, trading as a stand-alone imprint within the Penguin Group of companies. The Ladybird imprint publishes mass-market children's books.
"
Last Gasp,"Last Gasp is a San Francisco-based[5] book publisher with a lowbrow art and counterculture focus.[6] Owned and operated by Ron Turner, for most of its existence Last Gasp was a publisher, distributor, and wholesaler of underground comix[7] and books of all types.
"
Leaf Books,"Leaf Books was a small independent publishing house based in South Wales. It specialised in the publication of short fiction, micro-fiction and poetry by both new and established authors.
"
Leafwood Publishers,"Leafwood Publishers (founded in 2000) is an imprint of Abilene Christian University Press located in Abilene, Texas.
"
Abilene Christian University Press,"Abilene Christian University Press, also known as ACU Press, is an Abilene, Texas-based university press that is connected with Abilene Christian University.[1] Since being formed it has released or acquired 456 titles and as of 2013[update] the press releases, on average, thirty-six titles per year. The press is a member of the Association of American University Presses. The press publishes works in the areas of ""Christianity and Literature; Faith-Based Higher Education; History and Theology of the Stone-Campbell Movement; Texas History and Culture.""[2] Leafwood Publishers is an imprint of ACU Press.
"
Left Book Club,"The Left Book Club was a publishing group that exerted a strong left-wing influence in Great Britain from 1936 to 1948.
"
Legend Books,"
"
Random House,"
"
Legend Press,"Legend Press is an independent British book publisher founded in 2005 by Tom Chalmers. Specialising in mainstream trade paperback fiction, Legend Press became the youngest-run publisher in the UK trade market.  In 2006, the company set out its intention to double the number of titles it publishes each year until reaching 20–25 in 2009. As well as the range of novels, London-based Legend Press also began an annual short story series looking to boost the popularity of short fiction and make it more aligned to today's reader and society.
"
Lethe Press,"
"
Libertas Academica,"Libertas Academica (LA) is an open access academic journal publisher specializing in the biological sciences and clinical medicine. It was acquired by SAGE Publications in September 2016.[1]
"
Liberty Fund,"Liberty Fund, Inc. is an American private educational foundation headquartered in Indianapolis, founded by Pierre F. Goodrich. Through publishing, conferences, and educational resources, the operating mandate of the Liberty Fund was set forth in an unpublished memo written by Goodrich ""to encourage the study of the ideal of a society of free and responsible individuals"".[2][3][4][5]
"
Library of America,"The Library of America (LOA) is a nonprofit publisher of classic American literature. Founded in 1979 with seed money from the National Endowment for the Humanities and the Ford Foundation, the LOA has published over 300 volumes by authors ranging from Mark Twain to Philip Roth, Nathaniel Hawthorne to Saul Bellow, and includes the selected writings of several U.S. presidents.[2]
"
Lion Hudson,"Lion Hudson Limited is British book publishing company.[4] The company is owed by the AFD Group in the Isle of Man with operations in Oxford, England, UK. It was formed in August 2017 by the AFD Group upon the acquisition of the assets of ""Lion Hudson PLC in administration"" (now liquidated). It had its origins as Lion Publishing (founded in 1971) and Hudson International (founded in 1977).
"
Lion Publishing,"Lion Hudson Limited is British book publishing company.[4] The company is owed by the AFD Group in the Isle of Man with operations in Oxford, England, UK. It was formed in August 2017 by the AFD Group upon the acquisition of the assets of ""Lion Hudson PLC in administration"" (now liquidated). It had its origins as Lion Publishing (founded in 1971) and Hudson International (founded in 1977).
"
Lion Hudson,"Lion Hudson Limited is British book publishing company.[4] The company is owed by the AFD Group in the Isle of Man with operations in Oxford, England, UK. It was formed in August 2017 by the AFD Group upon the acquisition of the assets of ""Lion Hudson PLC in administration"" (now liquidated). It had its origins as Lion Publishing (founded in 1971) and Hudson International (founded in 1977).
"
Lionel Leventhal,"Lionel Leventhal is a British publisher of books on military history and related topics, whose eponymous company was established in 1967.
"
Lippincott Williams & Wilkins,"Lippincott Williams & Wilkins (LWW) is an American imprint of the publishing conglomerate Wolters Kluwer. Under the LWW brand, Wolters Kluwer publishes scientific, technical, and medical content such as textbooks, reference works, and over 275 scientific journals (most of which are medical or other public health journals). Publications are aimed at physicians, nurses, clinicians, and students.
"
Wolters Kluwer,"
"
"Little, Brown and Company","
"
Liverpool University Press,"Liverpool University Press (LUP), founded in 1899, is the third oldest university press in England after Oxford University Press and Cambridge University Press. It specialises in modern languages, literatures, history, and visual culture and currently publishes more than 150 books a year, as well as 34 academic journals.[2] LUP's books are distributed in North America by Oxford University Press.[3]
"
Llewellyn Worldwide,"Llewellyn Worldwide (formerly Llewellyn Publications) is a New Age publisher based in Woodbury, Minnesota. Llewellyn's mission is to ""serve the trade and consumers worldwide with options and tools for exploring new worlds of mind & spirit, thereby aiding in the quests of expanded human potential, spiritual consciousness, and planetary awareness.""
"
Longman,"
"
LPI Media,"LPI Media (formerly Liberation Publications Inc.)[4] was the largest gay and lesbian publisher in the United States.[5] The company targeted LGBT communities and published such magazines, books, and websites, with its magazines alone having more than 8.2 million copies distributed each year.[1] The Advocate and Out magazines were the two largest circulation LGBT magazines in the United States, each with corresponding websites, Advocate.com and OUT.com.[1]
"
The Lutterworth Press,"The Lutterworth Press, one of the oldest independent British publishing houses, has  traded since the late eighteenth century - initially as the Religious Tract Society (RTS). The Lutterworth imprint, named after the small English town of Lutterworth in Leicestershire, where John Wyclif served as Rector in the fourteenth century, has been used since 1932, and Lutterworth continued most of the then current RTS publications. The main areas have been religion, children's books and general adult non-fiction.
"
Macmillan Publishers,"
"
Mainstream Publishing,"
"
Manchester University Press,"Manchester University Press is the university press of the University of Manchester, England and a publisher of academic books and journals. Manchester University Press has developed into an international publisher. It maintains its links with the University.
"
Mandrake of Oxford,"
"
Mandrake Press,"
"
Manning Publications,"Manning Publications is an American publisher established by Lee Fitzpatrick and Marjan Bace that publishes books on computer technology topics, with a particular focus on web development. Their distinctive brand features illustrations from the 1805 edition of Sylvain Maréchal's four-volume compendium of regional dress customs on the covers of many of their books.
"
Manor House Publishing,"
"
Marion Boyars Publishers,"Marion Boyars Publishers is an independent publishing company located in Great Britain, publishing books that focus on the humanities and social sciences. The company was formed in 1975. When
Marion Boyars died in 1999, her daughter Catheryn Kilgarriff took over and is currently the managing director of the company.
"
Mark Batty Publisher,"Mark Batty Publisher is an American independent book-publishing company, specializing in illustrated books on the art of communication: photography, art and design, graffiti and urban art; pop culture, typography and other related topics.
"
Marshall Cavendish,"Marshall Cavendish Education Pte. Ltd., commonly known as Marshall Cavendish, is a Singaporean publishing company for books, business directories and magazines. 
"
Marshall Pickering,"Marshall Pickering  was formed in 1981 from two long established Christian publishers.  Marshall Morgan and Scott, a London-based predominantly Baptist publishing house, which had acquired a number of publishing companies over the years, such as Bagsters (Bible publishers since 1794) and Oliphants.  Pickering and Inglis was a long established Glasgow based publisher, publishing largely for the non conformist church in Scotland with many Brethren publications. Marshall Pickering was acquired by Zondervan in 1983.[1]
"
HarperCollins,"HarperCollins Publishers LLC is one of the Big Five English-language publishing companies, alongside Penguin Random House, Simon & Schuster, Hachette, and Macmillan. The company is headquartered in New York City and is a subsidiary of News Corp. The name is a combination of several publishing firm names: Harper & Row, an American publishing company acquired in 1987—whose own name was the result of an earlier merger of Harper & Brothers (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company William Collins, Sons (founded in 1819), acquired in 1989.
"
Martinus Nijhoff Publishers,"Martinus Nijhoff Publishers was an independent academic publishing company dating back to the nineteenth century, which is now an imprint of Brill Publishers. The name was changed to Brill–Nijhoff in 2013.[1] Nijhoff's portfolio focuses on areas in public international law, human rights, on humanitarian law and increasingly on international relations. Its annual publication program consists of over 20 academic journals, 20 annuals, and some 120 new book titles. Its back-list comprises over 2,000 titles.
"
Brill Publishers,"
"
Matthias Media,"Matthias Media is an Australian evangelical Christian publisher.[1] The business was founded in 1988,[2] and grew out of the ministry of Phillip Jensen[3] and editor Tony Payne at St Matthias, Centennial Park, Sydney under the name St Matthias Press and Tapes.[4][2][5] Many resources now published by Matthias Media were developed as part of the ministry of Campus Bible Study at the University of New South Wales. Since then the company has grown under the banner ""Resources for growing Christians"" and is now incorporated as a non-profit company under the name Matthias Media. By 2001 it was the largest evangelical publisher in Australia with over 100 books published.[6]
"
McClelland & Stewart,"McClelland & Stewart Limited is a Canadian publishing company. It is owned by Penguin Random House of Canada, a branch of Penguin Random House, the international book publishing division of German media giant Bertelsmann.
"
McFarland & Company,"
"
McGraw-Hill Education,"
"
Medknow Publications,"Medknow Publications also known as Wolters Kluwer Medknow or simply Medknow, is a publisher of academic journals on behalf of learned societies and associations. Previously an independent Indian publisher, Medknow is now part of within Wolters Kluwer's Health Division, and is part of Wolters Kluwer India.
"
Megara Publishing,NaN
Melbourne University Publishing,"
"
Mercier Press,"Mercier Press is a publisher based in Cork, Ireland. It is the longest established independent Irish publishing house.[3]
"
Methuen Publishing,"Methuen Publishing Ltd[needs  IPA] is an English publishing house. It was founded in 1889 by Sir Algernon Methuen (1856–1924) and began publishing in London in 1892. Initially Methuen mainly published non-fiction academic works, eventually diversifying to encourage female authors and later translated works.[1] E. V. Lucas headed the firm from 1924 to 1938.
"
Michael Joseph,"Michael Joseph (26 September 1897 – 15 March 1958) was a British publisher and writer.
"
Michael O'Mara Books,"Michael O'Mara Books is a small, family-run, privately owned publishing house in   the United Kingdom. Established in London in 1985, by an American expatriate, Michael O'Mara, a native of Philadelphia, Pennsylvania, and his British wife, Lesley, the company focuses on biographies and autobiographies. Its imprint Buster Books publishes children's books.
"
Michigan State University Press,"Michigan State University Press is the scholarly publishing arm of Michigan State University.[2] Scholarly publishing at the university significantly predates the establishment of its press in 1947. By the 1890s the institution’s Experiment Stations began issuing a broad range of influential publications in the natural sciences (including a beautifully illustrated Birds of Michigan in 1892) and as early as 1876, professor A.J. Cook commissioned a Lansing printer to issue his popular Manual of the Apiary, which ran through numerous editions and remained in print for nearly half a century.
"
Microsoft Press,"Microsoft Press is the publishing arm of Microsoft, usually releasing books dealing with various current Microsoft technologies. Microsoft Press' first introduced books were The Apple Macintosh Book by Cary Lu and Exploring the IBM PCjr Home Computer by Peter Norton in 1984 at the West Coast Computer Faire.[1] The publisher has gone on to release books by other recognizable authors such as Charles Petzold, Steve McConnell, Mark Russinovich and Jeffrey Richter.
"
Microsoft,"
"
The Miegunyah Press,"
"
Miles Kelly Publishing,"Miles Kelly Publishing is an independent children's publishing company founded by Jim Miles and Gerard Kelly in 1996. It is based in the village of Bardfield End Green near Thaxted in Essex, UK, after moving from its base of 13 years in Great Bardfield in 2010. Its books are available throughout the world in over 50 languages. Miles Kelly's publishing list is aimed at children between the ages of 7 and 12 years.
"
Mills & Boon,"
"
Minerva Press,"Minerva Press was a publishing house, noted for creating a lucrative market in sentimental and Gothic fiction in the late 18th century and early 19th century. It was established by William Lane (c. 1745–1814) at No 33 Leadenhall Street, London, when he moved his circulating library there in about 1790.[1]
"
Mirage Publishing,"Mirage Publishing was founded as a publisher of true crime books by Stephen Richards[1] in 1998.
"
MIT Press,"The MIT Press is a university press affiliated with the Massachusetts Institute of Technology (MIT) in Cambridge, Massachusetts (United States).
"
Mkuki na Nyota,"
"
Modern Library,"The Modern Library is an American book publishing imprint and formerly the parent company of Random House. Founded in 1917 by Albert Boni and Horace Liveright as an imprint of their publishing company Boni & Liveright, Modern Library became an independent publishing company in 1925 when Boni & Liveright sold it to Bennett Cerf and Donald Klopfer. Random House began in 1927 as a subsidiary of the Modern Library and eventually overtook its parent company, with Modern Library becoming an imprint of Random House.[1]
"
Morgan James Publishing,"Morgan James Publishing is an American independent book publisher and distributor,[1] specializing in non-fiction, fiction, faith and kids categories.[2]
"
Mother Tongue Publishing,"Mother Tongue Publishing is a small independent Canadian publishing company located on the West Coast of British Columbia. Mother Tongue publishes bold and beautiful books of B.C. fiction, poetry, creative non-fiction and the series, The Unheralded Artists of BC, dedicated to recognizing forgotten 20th century B.C. artists (1900s-1960s) and opening a door to their artistic and historic significance.
"
Mycroft & Moran,"Mycroft & Moran was an imprint of Arkham House publishers and was created in Sauk City, Wisconsin in 1945.  The imprint was created to publish weird detective stories and the Solar Pons stories by August Derleth.  Arkham retired the imprint in 1982, but has recently allowed it to be revived by another small press publisher.
"
Arkham House,"
"
Myriad Editions,"Myriad Editions is an independent UK publishing house based in Brighton and Hove, specialising in topical atlases, graphic non-fiction and original fiction, whose output also encompasses graphic novels that span a variety of genres, including memoir and life writing, as well political non-fiction. The company was set up in 1993 by Anne Benewick, together with Judith Mackay, as a packager of infographic atlases.[1]
"
Naiad Press,"Naiad Press was one of the first publishing companies dedicated to lesbian literature. At its closing it was the oldest and largest lesbian/feminist publisher in the world.
"
Nauka,"Nauka (Russian: Наука, lit. trans.: Science) is a Russian publisher of academic books and journals. Established in the USSR in 1923, it was called the USSR Academy of Sciences Publishing House until 1963. Until 1934 the publisher was based in Leningrad, then moved to Moscow. Its logo depicts an open book with Sputnik 1 above it.
"
NavPress,"The Navigators is a worldwide Christian para-church organization headquartered in Colorado Springs, Colorado. Its purpose is the discipling (training) of Christians with a particular emphasis on enabling them to share their faith with others. The organization's calling statement is ""to advance the Gospel of Jesus and His Kingdom into the nations through spiritual generations of laborers living and discipling among the lost.""[1]
"
New American Library,"The New American Library (also known as NAL) is an American publisher based in New York, founded in 1948.  Its initial focus was affordable paperback reprints of classics and scholarly works as well as popular and pulp fiction, but it now publishes trade and hardcover titles. It is currently an imprint of Penguin Random House; it was announced in 2015 that the imprint would publish only nonfiction titles.
"
New Beacon Books,"
"
New Directions Publishing,"New Directions Publishing Corp. is an independent book publishing company that was founded in 1936 by James Laughlin and incorporated in 1964. Its offices are located at 80 Eighth Avenue in New York City.
"
New English Library,"The New English Library was a United Kingdom book publishing company, which became an imprint of Hodder Headline. 
"
New Holland Publishers,"
"
New Village Press,"New Village Press is a not-for-profit book publisher founded in 2005 in the San Francisco Bay Area now based in New York, New York. It began as a national publishing project of Architects/Designers/Planners for Social Responsibility (ADPSR), an educational non-profit organization founded in 1981.[1]
"
New York Review Books,"New York Review Books (NYRB) is the publishing division of The New York Review of Books. Its imprints are New York Review Books Classics, New York Review Books Collections, The New York Review Children's Collection, New York Review Comics, New York Review Books Poets, and NYRB Lit.
"
New Win Publishing,"New Win Publishing is a book publisher based in El Monte, California.  New Win Publishing is owned by Academic Learning Company, LLC.   
"
Newnes,"George Newnes Ltd is a British publisher. The company was founded in 1891 by George Newnes (1851–1910), considered a founding father of popular journalism. Newnes published such magazines and periodicals as Tit-Bits, The Wide World Magazine, The Captain, The Strand Magazine, The Grand Magazine, John O'London's Weekly, Sunny Stories for Little Folk, Woman's Own, and the ""Practical"" line of magazines overseen by editor Frederick J. Camm. Long after the founder's death, Newnes was known for publishing ground-breaking consumer magazines such as Nova.
"
No Starch Press,"No Starch Press is an American publishing company, specializing in technical literature often geared towards the geek, hacker, and DIY subcultures. Popular titles include Hacking: The Art of Exploitation,[2] Andrew Huang's Hacking the Xbox, and How Wikipedia Works.[3]
"
Nonesuch Press,"Nonesuch Press was a private press founded in 1922 in London by Francis Meynell, his second wife Vera Mendel, and their mutual friend David Garnett,[1] co-owner of Birrell & Garnett's bookshop in Soho's Gerrard Street, in the basement of which the press began.[2]
"
Noontide Press,"
Noontide Press is an American publishing entity which describes itself as a publisher of ""hard-to-find books and recordings from a dissident, 'politically incorrect' perspective.""[1] It publishes numerous antisemitic pseudohistorical titles, including The Protocols of the Elders of Zion[2] and The International Jew.[3] The Anti-Defamation League describes its founding and early years:
"
Northwestern University Press,"
"
Nosy Crow,"
"
Oberon Books,"
"
Open Book Publishers,"
"
Open Court Publishing Company,"The Open Court Publishing Company is a publisher with offices in Chicago and LaSalle, Illinois. It is part of the Carus Publishing Company of Peru, Illinois.
"
Open University Press,"
"
OR Books,"OR Books is a New York-based independent publishing house founded by John Oakes and Colin Robinson in 2009.[1] The company sells digital and print-on-demand books directly to the customer and focuses on creative promotion through traditional media and the Internet.[2] On its site, OR Books states that it ""embraces progressive change in politics, culture and the way we do business.""
"
Orchard Books,"
"
O'Reilly Media,"O'Reilly Media (formerly O'Reilly & Associates) is an American learning company established by Tim O'Reilly that publishes books, produces tech conferences, and provides an online learning platform. Its distinctive brand features a woodcut of an animal on many of its book covers.
"
Orion Books,"Orion Publishing Group Ltd. is a UK-based book publisher. It was founded in 1991 and acquired Weidenfeld & Nicolson the following year. The group has published numerous bestselling books by notable authors including Ian Rankin, Michael Connelly, Nemir Kirdar and Quentin Tarantino.  [1]
"
Orion Publishing Group,"Orion Publishing Group Ltd. is a UK-based book publisher. It was founded in 1991 and acquired Weidenfeld & Nicolson the following year. The group has published numerous bestselling books by notable authors including Ian Rankin, Michael Connelly, Nemir Kirdar and Quentin Tarantino.  [1]
"
Osprey Publishing,"
"
Other Press,"Other Press is an independent publisher of literary fiction and nonfiction, based in New York City.  Founded in 1998 to publish academic and psychoanalytic titles,[2] Other Press has since expanded to publish novels, short stories, nonfiction, poetry, and memoirs.[3][4] Dedicated to publishing literature at its finest, Other Press emphasizes storytelling and exploring the limits of knowledge and imagination.[5]
"
The Overlook Press,"
"
Oxford University Press,"
"
Packt,"
"
Palgrave Macmillan,"Palgrave Macmillan is a British academic and trade publishing company headquartered in the London Borough of Camden. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.  It maintains offices in London, New York, Shanghai, Melbourne, Sydney, Hong Kong, Delhi, and Johannesburg.
"
Pan Books,"Pan Books is a publishing imprint that first became active in the 1940s and is now part of the British-based Macmillan Publishers, owned by the Georg von Holtzbrinck Publishing Group of Germany.
"
Pan Macmillan,"Pan Books is a publishing imprint that first became active in the 1940s and is now part of the British-based Macmillan Publishers, owned by the Georg von Holtzbrinck Publishing Group of Germany.
"
Pantheon Books,"Pantheon Books is an American book publishing imprint with editorial independence. It is part of the Knopf Doubleday Publishing Group.[4]
"
Papadakis Publisher,"Papadakis Publisher is an independent art, architecture and natural science book publisher founded in London, United Kingdom, by Andreas Papadakis and his daughter Alexandra Papadakis.[3] Since 1968, Papadakis Publisher and its predecessor Academy Editions have published more than a thousand titles, on art, architecture, science and the decorative arts.
"
Parachute Publishing,"Parachute Press is a division of Parachute Publishing, a packager of book series for children and teenagers. The four women listed as the company's principals are all themselves authors of children's books (among others), and Jane Stine[1] is married to R. L. Stine. The press first gained notice with the 1989 publication of R. L. Stine's Fear Street series, followed in 1992 by the release of the first of Stine's Goosebumps series.
"
Parragon,"Parragon Books Ltd, a United Kingdom publishing company, was formed in 1988 by friends Guy Parr and Paul Anderson. In 2001, it became part of D. C. Thomson & Co.
"
