,name,image,origin,publication_types,founded,parent_comp,hq,website
576,Black Spring Press,-1,United Kingdom,Books,1985,Unkown,London,store.eyewearpublishing.com
577,A & C Black,-1,United Kingdom,Books,1807; 214 years ago (1807),Bloomsbury Publishing,London,www.acblack.com
578,Blackwell's,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Blackwell%27s_logo.jpg/220px-Blackwell%27s_logo.jpg,Unknown,Unknown,1879,Unkown,Unknown,Not available
579,Geoffrey Bles,-1,Unknown,Books,Unknown,Unkown,Unknown,Not available
580,Bloodaxe Books,-1,United Kingdom,"Books, Calendars",1978,Unkown,Hexham,www.bloodaxebooks.com
581,Bloomsbury Publishing,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Bloomsbury-publishing-logo.PNG/250px-Bloomsbury-publishing-logo.PNG,United Kingdom,Books,26 September 1986; 35 years ago (1986-09-26),Unkown,London,www.bloomsbury.com
582,Blue Crow Media,-1,United Kingdom,Books,2010,Unkown,Unknown,www.bluecrowmedia.com
583,Blue Guides,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Blue_Guide_to_Wales.jpg/220px-Blue_Guide_to_Wales.jpg,United Kingdom,Books,1918,Somerset Books,London,www.blueguides.com
584,Boardman Books,-1,United Kingdom,Unknown,1930s,"T.V. Boardman, Ltd.",London,Not available
585,The Bodley Head,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/The_Bodley_Head_logo.jpg/220px-The_Bodley_Head_logo.jpg,United Kingdom,Books,1887; 134 years ago (1887),Penguin Random House,London,www.penguin.co.uk/company/publishers/vintage/bodley-head.html
586,Bogle-L'Ouverture Publications,-1,UK,Unknown,1969; 52 years ago (1969),Unkown,Unknown,Not available
587,The British Museum Press,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/British_Museum_logo.svg/130px-British_Museum_logo.svg.png,Unknown,Books,Unknown,Unkown,Unknown,Not available
588,British Museum Publications,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/British_Museum_logo.svg/130px-British_Museum_logo.svg.png,Unknown,Books,Unknown,Unkown,Unknown,Not available
589,The Britons,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/The_Britons.png/120px-The_Britons.png,Unknown,Books,Unknown,Unkown,Unknown,Not available
590,Burns & Oates,-1,United Kingdom,Books,1835,Continuum,London,Not available
591,Butterworth-Heinemann,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Butterworth-Heinemann_logo.jpg/220px-Butterworth-Heinemann_logo.jpg,United Kingdom,Unknown,1990,Elsevier,Oxford,www.elsevier.com/books-and-journals/butterworth-heinemann
592,C. Arthur Pearson Ltd,-1,England,Books,1890,George Newnes Ltd,London,Not available
593,C. Hurst & Co.,https://upload.wikimedia.org/wikipedia/en/0/0b/C._Hurst_%26_Co._logo.png,United Kingdom,Unknown,1969 (1969),Unkown,London,hurstpublishers.com
594,Calder Publishing,-1,United Kingdom,Unknown,1949,Alma Classics,"Richmond, London",https://almabooks.com/
595,Cambridge University Press,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Cambridge_University_Press_%26_Assessment_Logo.png/220px-Cambridge_University_Press_%26_Assessment_Logo.png,United Kingdom,Books,1534; 487 years ago (1534),University of Cambridge,Cambridge,www.cambridge.org
596,Camphor Press,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Camphor_Press_logo.png/150px-Camphor_Press_logo.png,Taiwan,Unknown,2014; 7 years ago (2014),Unkown,"Manchester, England",camphorpress.com
597,Canelo (publisher),https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Canelo_company_logo.png/220px-Canelo_company_logo.png,Unknown,Unknown,2015,Unkown,Unknown,Not available
598,Jonathan Cape,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Jonathan_Cape_logo.jpg/220px-Jonathan_Cape_logo.jpg,United Kingdom,Books,1921; 100 years ago (1921),Penguin Random House,London,www.penguin.co.uk/company/publishers/vintage/jonathan-cape.html
599,Carcanet Press,-1,United Kingdom,Unknown,1969; 52 years ago (1969),Unkown,Manchester,www.carcanet.co.uk
600,Casemate Publishers,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Casemate.jpg/220px-Casemate.jpg,United States of America,Books,"Havertown, PA",Unkown,"Havertown, Pennsylvania",www.casematepublishers.com
601,Cassell (publisher),-1,United Kingdom,Books,1848; 173 years ago (1848),Lagardère Publishing,Victoria Embankment,www.octopusbooks.co.uk
602,Cavendish Publishing,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Routledge_logo.svg/150px-Routledge_logo.svg.png,United Kingdom,Unknown,1851; 170 years ago (1851),Taylor & Francis,Milton Park,routledge.com
603,CGP (publisher),-1,Unknown,Books,1995,Unkown,Unknown,Not available
604,W. & R. Chambers,-1,Unknown,Books,First publication in 1819,Unkown,Unknown,Not available
605,W. & R. Chambers Publishers,-1,Unknown,Books,First publication in 1819,Unkown,Unknown,Not available
606,Channel 4 Books,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Channel_4_logo_2015.svg/125px-Channel_4_logo_2015.svg.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available
607,Channel View Publications,-1,UK,Unknown,Unknown,Unkown,Bristol,www.channelviewpublications.com
608,Chatto & Windus,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Chatto_%26_Windus_logo.jpg/220px-Chatto_%26_Windus_logo.jpg,United Kingdom,Unknown,1855; 166 years ago (1855),Penguin Random House,"London, England",www.penguin.co.uk/company/publishers/vintage/chatto-windus.html
609,The Chicken House,-1,United Kingdom,Books,2000,Scholastic,Frome,www.chickenhousebooks.com
610,Church House Publishing,-1,United Kingdom,Unknown,1986,Archbishops' Council,"Church House, Westminster",www.chpublishing.co.uk
611,CLC International,https://upload.wikimedia.org/wikipedia/en/a/a5/CLC_International_Logo.gif,Unknown,Unknown,Unknown,Unkown,Unknown,Not available
612,Clutag Press,-1,Unknown,"Books, magazine",Unknown,Unkown,Unknown,Not available
613,Collins Crime Club,https://upload.wikimedia.org/wikipedia/en/d/d7/Collins_Crime_Club_logo.jpg,United Kingdom,Unknown,6 May 1930,"William Collins, Sons",Unknown,Not available
614,Collins Education,-1,United Kingdom,Unknown,1819,HarperCollins,"Glasgow, Scotland (1819)",collins.co.uk
615,Conran Octopus,https://upload.wikimedia.org/wikipedia/en/7/7f/Conran_logo.png,Unknown,Books,Unknown,Octopus Publishing Group,Unknown,www.octopusbooks.co.uk/conran
616,Constable & Robinson,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Constable_%26_Robinson_Ltd_logo.jpg/200px-Constable_%26_Robinson_Ltd_logo.jpg,United Kingdom,Unknown,"1999 (Constable & Co. founded 1795, Robinson Publishing Ltd founded 1983)","Little, Brown Book Group",Russell Square,www.constablerobinson.com
617,Continuum International Publishing Group,-1,United Kingdom,Books,1999 (1999),Unkown,"London, New York City",bloomsbury.com
618,Cornerhouse,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Cornerhouse_2009.jpg/220px-Cornerhouse_2009.jpg,Unknown,Unknown,Unknown,Unkown,Unknown,Not available
619,Coronet Books,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Coronet_Logo.tif/lossy-page1-200px-Coronet_Logo.tif.jpg,United Kingdom,Books,1966,Hodder & Stoughton,"London, England",https://www.hodder.co.uk/imprint/hodder/coronet/page/hs-imprint-coronet/
620,Curwen Press,-1,United Kingdom,Academic publishing,1863 (1863),Unkown,Unknown,Not available
621,Darf Publishers,-1,United Kingdom,Unknown,1980,Dar Fergiani publishing house,West Hampstead,http://darfpublishers.co.uk/
622,David Fickling Books,-1,United Kingdom,Books,Unknown,Unkown,Oxford,www.davidficklingbooks.com
623,DCD Publishing,-1,Unknown,Books,2008,Unkown,Unknown,Not available
624,Dedalus Books,-1,United Kingdom,Books,30 November 1983,Unkown,Sawtry,www.dedalusbooks.com
625,DK (publisher),https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/DK_%282020%29.svg/150px-DK_%282020%29.svg.png,United Kingdom,books,London,Penguin Random House,[1],www.dk.com
626,The Do Book Company,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/The_Do_Book_Company_Logo.png/220px-The_Do_Book_Company_Logo.png,United Kingdom,Unknown,2013,Unkown,Shoreditch,www.thedobook.co
627,Early English Text Society,https://upload.wikimedia.org/wikipedia/en/6/6a/EETS_emblem.jpg,Unknown,Books,Unknown,Unkown,Unknown,Not available
628,Earthscan,-1,United Kingdom,Books,1982,Routledge,Unknown,www.routledge.com/sustainability/
629,Edward Elgar Publishing,-1,United Kingdom,Books,1986,Unkown,Cheltenham,www.e-elgar.com
630,Edwin Mellen Press,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Mellen_logo.jpg/200px-Mellen_logo.jpg,United States,Books,1972,Unkown,Lewiston,www.mellenpress.com
631,Eel Pie Publishing,-1,Unknown,Books,1970,Unkown,Unknown,Not available
632,Eland Books,-1,United Kingdom,Books,1982; 39 years ago (1982),Unkown,London,www.travelbooks.co.uk
633,Emerald Group Publishing,-1,United Kingdom,Books,1967,Unkown,Bingley,www.emeraldgrouppublishing.com
634,Enitharmon Press,-1,United Kingdom,academic journals,1967 (1967),Unkown,Unknown,enitharmon.co.uk
635,Ernest Benn Limited,-1,United Kingdom,Unknown,1880,Unkown,Unknown,Not available
636,Europa Editions UK,-1,United Kingdom,Books,2011,Unkown,City of Westminster,europaeditions.co.uk
637,Europa Publications,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Routledge_logo.svg/150px-Routledge_logo.svg.png,United Kingdom,books,1851; 170 years ago (1851),Taylor & Francis,Milton Park,routledge.com
638,Evangelical Press,-1,United Kingdom,Books,1967,Unkown,Welwyn Garden City,epbooks.org
639,Evans Brothers Ltd,-1,United Kingdom,Unknown,1903,Unkown,London,Not available
640,Everyman's Library,https://upload.wikimedia.org/wikipedia/en/0/09/Everymans_Library_logo.png,United Kingdom,Unknown,1906,Random House,"New York City, United States",www.randomhouse.com/knopf/classics/
641,Eyre & Spottiswoode,-1,United Kingdom,"Non-fiction, fiction, poetry and children's books by Black writers",Unknown,Unkown,London,Not available
642,Faber and Faber,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Faber_and_Faber_logo.jpg/100px-Faber_and_Faber_logo.jpg,United Kingdom,Unknown,1929; 92 years ago (1929),Unkown,"London, England",faber.co.uk
643,T. Fisher Unwin,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Tunwinprintermark.png/220px-Tunwinprintermark.png,United Kingdom,Books,1882,Unkown,Unknown,Not available
644,Fitzroy Dearborn Publishers,-1,United States,Unknown,1994,Unkown,Chicago,Not available
645,Focal Press,https://upload.wikimedia.org/wikipedia/en/7/73/Focal_Press_Logo.png,Unknown,Audiobooks,1938,Routledge,"Waltham, Massachusetts",www.focalpress.com
646,Folio Society,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Folio_Society_logo.jpg/150px-Folio_Society_logo.jpg,United Kingdom,Unknown,1947; 74 years ago (1947),Unkown,"4 Maguire Street, London",foliosociety.com
647,Footprint Travel Guides,-1,United Kingdom,Unknown,1922,Bradt Travel Guides,"Bath, Somerset",www.footprinttravelguides.com
648,Frederick Warne & Co.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Frederick_Warne_%26_Co_logo.jpg/200px-Frederick_Warne_%26_Co_logo.jpg,United Kingdom,Books,July 1865; 156 years ago (July 1865),Penguin Random House,London,www.penguin.com/meet/publishers/frederickwarne/
649,Free Association Books,-1,United Kingdom,Books,1980s,Unkown,London,www.freeassociationpublishing.com
650,Gaberbocchus Press,-1,United Kingdom,Books,1948,Unkown,London,www.gaberbocchus.nl
651,Garland Science,-1,United States,Books,1968,Taylor & Francis,New York City,www.garlandscience.com
652,George Newnes Ltd,-1,England,Books,1891,Odhams Press,Southampton Street,Not available
653,Girls Gone By Publishers,https://upload.wikimedia.org/wikipedia/en/0/08/GGBP_r1_c2.gif,United Kingdom,Unknown,Unknown,Unkown,"Coleford, Bath, Somerset",Girls Gone By website
654,The Good Book Company,-1,United Kingdom,Unknown,1991,Unkown,Epsom,www.thegoodbook.com
655,Granada Publishing,https://upload.wikimedia.org/wikipedia/commons/c/c7/Granada_logo.PNG,Unknown,Unknown,1930; 91 years ago (1930),Unkown,Unknown,Not available
656,Grant Richards (publishing house),-1,United Kingdom,Unknown,1897,Unkown,London,Not available
657,Hakluyt Society,https://upload.wikimedia.org/wikipedia/en/0/00/Hakluyt_Society_logo.gif,United Kingdom,academic journals,15 December 1846,Unkown,London,www.hakluyt.com
658,Hamish Hamilton,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Hamish_Hamilton_%28logo%29.png/220px-Hamish_Hamilton_%28logo%29.png,United Kingdom,Books,1931; 90 years ago (1931),Penguin Random House,London,www.penguin.co.uk
659,Hamlyn (publisher),-1,United Kingdom,Books,1950; 71 years ago (1950),Octopus Books,London,www.hamlyn.co.uk
660,Hammersmith Press,-1,United Kingdom,Books,2004,Unkown,London,www.hammersmithpress.co.uk
661,HarperCollins,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/300px-Harpercollins-logo.svg.png,United StatesUnited Kingdom,Books,1989; 32 years ago (1989),News Corp,195 Broadway,harpercollins.com
662,"Hart-Davis, MacGibbon",-1,United Kingdom,Books,1972,Granada,London,Not available
663,Harvill Secker,https://upload.wikimedia.org/wikipedia/en/1/1f/Harvil_Secker_logo.jpg,United Kingdom,Books,2005,Penguin Random House,London,www.penguin.co.uk/company/publishers/vintage/harvill-secker.html
664,Haus Publishing,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Haus_Publishing_logo.png/200px-Haus_Publishing_logo.png,United Kingdom,Unknown,2002,Unkown,London,hauspublishing.com
665,J.H. Haynes,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Haynes-Logo.png/125px-Haynes-Logo.png,United Kingdom,Books,1960,Unkown,Sparkford,haynes.com
666,Herbert Jenkins Ltd,-1,United Kingdom,Books,1964,Random House,London,Not available
667,Hesperus Press,-1,United Kingdom,"Educational content, technology, and services",2001,Unkown,"28 Mortimer Street, London W1W 7RD",www.hesperus.press
668,Hodder & Stoughton,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Hodder_%26_Stoughton_%28logo%29.jpg/200px-Hodder_%26_Stoughton_%28logo%29.jpg,United Kingdom,Unknown,1868; 153 years ago (1868),Hachette,London,hodder.co.uk
669,Hodder Faith,https://upload.wikimedia.org/wikipedia/en/2/27/Hodder_Faith_Logo.jpg,United Kingdom,Unknown,1868,Hodder & Stoughton,"London, England",http://www.hodderfaith.com/
670,Hogarth Press,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Hogarth_Press_House%2C_Richmond%2C_Surrey.jpg/220px-Hogarth_Press_House%2C_Richmond%2C_Surrey.jpg,United Kingdom,Unknown,1917,Chatto & Windus,London,Official website
671,Holland Publishing,-1,United Kingdom,Unknown,1980,Unkown,Woodford Green,www.holland-publishing.co.uk
672,Hutchinson (publisher),-1,United Kingdom,Books,1887; 134 years ago (1887),Penguin Random House,Unknown,www.penguin.co.uk/company/publishers/cornerstone/hutchinson.html
673,I.B. Tauris,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/IBTauris_logo.jpg/220px-IBTauris_logo.jpg,United Kingdom,Unknown,1983,Bloomsbury Publishing,London,ibtauris.com
674,Ian Allan Publishing,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Shepperton%2C_Ian_Allan_Ltd_-_geograph.org.uk_-_1078155.jpg/250px-Shepperton%2C_Ian_Allan_Ltd_-_geograph.org.uk_-_1078155.jpg,United Kingdom,Books,1942,Unkown,Shepperton,www.ianallanpublishing.com
675,The Idries Shah Foundation,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/The_Idries_Shah_Foundation_Logo.png/100px-The_Idries_Shah_Foundation_Logo.png,Unknown,Books,Unknown,Unkown,Unknown,Not available
676,Imperial College Press,-1,Unknown,Unknown,London,Unkown,Unknown,Not available
677,Inter-Varsity Press,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Inter-Varsity_Press_Logo_from_2018.png/220px-Inter-Varsity_Press_Logo_from_2018.png,United Kingdom,Unknown,Unknown,Unkown,London,www.ivpbooks.com
678,Islamic Texts Society,-1,United Kingdom,Unknown,1981,Unkown,Cambridge,www.its.org.uk
679,Jackson and Walford,-1,Unknown,Unknown,Unknown,Unkown,Unknown,Not available
680,The Jarrold Group,-1,Unknown,Books,1770,Unkown,Unknown,Not available
681,John Murray (publishing house),https://upload.wikimedia.org/wikipedia/en/f/fa/John-Murray-logo.png,United Kingdom,Unknown,1768; 253 years ago (1768),Hachette UK,London,www.johnmurray.co.uk
682,Kogan Page,-1,United Kingdom,Books,1967,Unkown,London,koganpage.com
683,Korero Press,-1,United Kingdom,Books,Unknown,Unkown,London,www.koreropress.com
684,Kraken Opus,-1,Guernsey,Books,2005,Unkown,United Arab Emirates,https://www.thisisopus.com
685,Ladybird Books,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Ladybird_Books_%282004%29.gif/220px-Ladybird_Books_%282004%29.gif,United Kingdom,Books,Loughborough,Penguin Random House,London,www.ladybird.co.uk
686,Lawrence & Wishart,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Lawrence_%26_Wishart_logo.png/220px-Lawrence_%26_Wishart_logo.png,UK,Books,1936; 85 years ago (1936),Unkown,London,www.lwbooks.co.uk
687,Left Book Club,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Left_Book_Club_logo.png/100px-Left_Book_Club_logo.png,United Kingdom,Books,1936,Unkown,London,Not available
688,Lion Hudson,https://upload.wikimedia.org/wikipedia/en/9/95/Lion_Hudson_logo.png,England,Books,2017,[1],Oxford,www.lionhudson.com
689,Liverpool University Press,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Liverpool-University-Press.png/220px-Liverpool-University-Press.png,United Kingdom,Books,1899,University of Liverpool,Liverpool,www.liverpooluniversitypress.co.uk
