name,bio
LPI Media,"LPI Media (formerly Liberation Publications Inc.) was the largest  and  publisher in the . The company targeted  communities and published such magazines, books, and websites, with its magazines alone having more than 8.2 million copies distributed each year.  and  magazines were the two largest circulation LGBT magazines in the United States, each with corresponding websites, Advocate.com and OUT.com.
"
The Lutterworth Press,"The Lutterworth Press, one of the oldest independent British publishing houses, has  traded since the late eighteenth century - initially as the  (RTS). The Lutterworth imprint, named after the small English town of  in Leicestershire, where  served as  in the fourteenth century, has been used since 1932, and Lutterworth continued most of the then current RTS publications. The main areas have been religion, children's books and general adult non-fiction.
"
Macmillan Publishers,"
"
Mainstream Publishing,"
"
Manchester University Press,"Manchester University Press is the  of the ,  and a publisher of academic books and journals. Manchester University Press has developed into an international publisher. It maintains its links with the University.
"
Mandrake of Oxford,"
"
Mandrake Press,"
"
Manning Publications,"Manning Publications is an American  established by Lee Fitzpatrick and Marjan Bace that publishes books on computer technology topics, with a particular focus on . Their distinctive brand features illustrations from the 1805 edition of 's four-volume compendium of regional dress customs on the covers of many of their books.
"
Manor House Publishing,"
"
Marion Boyars Publishers,"Marion Boyars Publishers is an independent  located in Great Britain, publishing books that focus on the  and . The company was formed in 1975. When
 died in 1999, her daughter Catheryn Kilgarriff took over and is currently the managing director of the company.
"
Mark Batty Publisher,"Mark Batty Publisher is an American independent book-publishing company, specializing in illustrated books on the art of communication: ,  and ,  and ; ,  and other related topics.
"
Marshall Cavendish,"Marshall Cavendish Education Pte. Ltd., commonly known as Marshall Cavendish, is a  publishing company for ,  and . 
"
Marshall Pickering,"Marshall Pickering  was formed in 1981 from two long established Christian publishers.  Marshall Morgan and Scott, a London-based predominantly Baptist publishing house, which had acquired a number of publishing companies over the years, such as Bagsters (Bible publishers since 1794) and Oliphants.  Pickering and Inglis was a long established Glasgow based publisher, publishing largely for the non conformist church in Scotland with many Brethren publications. Marshall Pickering was acquired by  in 1983.
"
HarperCollins,"HarperCollins Publishers LLC is one of the  English-language publishing companies, alongside , , , and . The company is headquartered in New York City and is a subsidiary of . The name is a combination of several publishing firm names: , an American publishing company acquired in 1987—whose own name was the result of an earlier merger of  (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company  (founded in 1819), acquired in 1989.
"
Martinus Nijhoff Publishers,"Martinus Nijhoff Publishers was an independent  company dating back to the nineteenth century, which is now an imprint of . The name was changed to Brill–Nijhoff in 2013. Nijhoff's portfolio focuses on areas in , , on  and increasingly on . Its annual publication program consists of over 20 , 20 annuals, and some 120 new book titles. Its back-list comprises over 2,000 titles.
"
Brill Publishers,"
"
Matthias Media,"Matthias Media is an   . The business was founded in 1988, and grew out of the ministry of  and editor Tony Payne at St Matthias, Centennial Park, Sydney under the name St Matthias Press and Tapes. Many resources now published by Matthias Media were developed as part of the ministry of  at the . Since then the company has grown under the banner ""Resources for growing Christians"" and is now incorporated as a non-profit company under the name Matthias Media. By 2001 it was the largest evangelical publisher in Australia with over 100 books published.
"
McClelland & Stewart,"McClelland & Stewart Limited is a   company. It is owned by , a branch of , the international book publishing division of German media giant .
"
McFarland & Company,"
"
McGraw-Hill Education,"
"
Medknow Publications,"Medknow Publications also known as Wolters Kluwer Medknow or simply Medknow, is a  of  on behalf of . Previously an independent Indian , Medknow is now part of within 's Health Division, and is part of .
"
Megara Publishing,NaN
Melbourne University Publishing,"
"
Mercier Press,"Mercier Press is a  based in , . It is the longest established independent Irish publishing house.
"
Methuen Publishing,"Methuen Publishing Ltd[] is an English  house. It was founded in 1889 by Sir  (1856–1924) and began publishing in London in 1892. Initially Methuen mainly published non-fiction academic works, eventually diversifying to encourage female authors and later translated works.  headed the firm from 1924 to 1938.
"
Michael Joseph,"Michael Joseph (26 September 1897 – 15 March 1958) was a British publisher and writer.
"
Michael O'Mara Books,"Michael O'Mara Books is a small, family-run, privately owned  in   the . Established in  in 1985, by an  expatriate, Michael O'Mara, a native of , and his British wife, Lesley, the company focuses on biographies and autobiographies. Its imprint Buster Books publishes children's books.
"
Michigan State University Press,"Michigan State University Press is the scholarly publishing arm of . Scholarly publishing at the university significantly predates the establishment of its press in 1947. By the 1890s the institution’s Experiment Stations began issuing a broad range of influential publications in the  (including a beautifully illustrated Birds of Michigan in 1892) and as early as 1876, professor A.J. Cook commissioned a  printer to issue his popular Manual of the Apiary, which ran through numerous editions and remained in print for nearly half a century.
"
Microsoft Press,"Microsoft Press is the  arm of , usually releasing books dealing with various current Microsoft technologies. Microsoft Press' first introduced books were The Apple Macintosh Book by  and Exploring the IBM PCjr Home Computer by  in 1984 at the . The publisher has gone on to release books by other recognizable authors such as , ,  and .
"
Microsoft,"
"
The Miegunyah Press,"
"
Miles Kelly Publishing,"Miles Kelly Publishing is an independent  company founded by Jim Miles and Gerard Kelly in 1996. It is based in the village of  near  in , , after moving from its base of 13 years in  in 2010. Its books are available throughout the world in over 50 languages. Miles Kelly's publishing list is aimed at children between the ages of 7 and 12 years.
"
Mills & Boon,"
"
Minerva Press,"Minerva Press was a , noted for creating a lucrative market in sentimental and  in the late 18th century and early 19th century. It was established by  (c. 1745–1814) at No 33 , , when he moved his  there in about 1790.
"
Mirage Publishing,"Mirage Publishing was founded as a  of  books by  in 1998.
"
MIT Press,"The MIT Press is a  affiliated with the  (MIT) in  (United States).
"
Mkuki na Nyota,"
"
Modern Library,"The Modern Library is an American book publishing  and formerly the  of . Founded in 1917 by  and  as an imprint of their publishing company , Modern Library became an independent publishing company in 1925 when Boni & Liveright sold it to  and . Random House began in 1927 as a subsidiary of the Modern Library and eventually overtook its parent company, with Modern Library becoming an imprint of Random House.
"
Morgan James Publishing,"Morgan James Publishing is an American independent book  and , specializing in , , faith and kids categories.
"
Mother Tongue Publishing,"Mother Tongue Publishing is a small independent  publishing company located on the West Coast of . Mother Tongue publishes bold and beautiful books of B.C. fiction, poetry, creative non-fiction and the series, The Unheralded Artists of BC, dedicated to recognizing forgotten 20th century B.C. artists (1900s-1960s) and opening a door to their artistic and historic significance.
"
Mycroft & Moran,"Mycroft & Moran was an  of  publishers and was created in  in .  The imprint was created to publish   stories and the  stories by .  Arkham retired the imprint in 1982, but has recently allowed it to be revived by another small press publisher.
"
Arkham House,"
"
Myriad Editions,"Myriad Editions is an independent  publishing house based in , specialising in topical atlases,  and original fiction, whose output also encompasses graphic novels that span a variety of genres, including memoir and life writing, as well political non-fiction. The company was set up in 1993 by Anne Benewick, together with , as a  of  atlases.
"
Naiad Press,"Naiad Press was one of the first publishing companies dedicated to . At its closing it was the oldest and largest lesbian/feminist publisher in the world.
"
Nauka,"Nauka (: Наука, lit. trans.: Science) is a   of academic books and journals. Established in the  in 1923, it was called the USSR Academy of Sciences Publishing House until 1963. Until 1934 the publisher was based in , then moved to . Its logo depicts an open book with  above it.
"
NavPress,"The Navigators is a worldwide   headquartered in , . Its purpose is the  (training) of Christians with a particular emphasis on enabling them to share their  with others. The organization's  is ""to advance the Gospel of Jesus and His Kingdom into the nations through spiritual generations of laborers living and discipling among the lost.""
"
New American Library,"The New American Library (also known as NAL) is an American  based in , founded in 1948.  Its initial focus was affordable   of classics and scholarly works as well as popular and  fiction, but it now publishes trade and hardcover titles. It is currently an  of ; it was announced in 2015 that the imprint would publish only nonfiction titles.
"
New Beacon Books,"
"
New Directions Publishing,"New Directions Publishing Corp. is an independent book publishing company that was founded in 1936 by  and incorporated in 1964. Its offices are located at 80  in New York City.
"
New English Library,"The New English Library was a  book publishing company, which became an imprint of . 
"
New Holland Publishers,"
"
New Village Press,"New Village Press is a not-for-profit book publisher founded in 2005 in the San Francisco Bay Area now based in . It began as a national publishing project of , an educational non-profit organization founded in 1981.
"
New York Review Books,"New York Review Books (NYRB) is the publishing division of . Its  are New York Review Books Classics, New York Review Books Collections, , New York Review Comics, New York Review Books Poets, and NYRB Lit.
"
New Win Publishing,"New Win Publishing is a  based in .  New Win Publishing is owned by Academic Learning Company, LLC.   
"
Newnes,"George Newnes Ltd is a British publisher. The company was founded in 1891 by  (1851–1910), considered a founding father of popular journalism. Newnes published such magazines and periodicals as , , , , , , , , and the ""Practical"" line of magazines overseen by editor . Long after the founder's death, Newnes was known for publishing ground-breaking consumer magazines such as .
"
No Starch Press,"No Starch Press is an American publishing company, specializing in technical literature often geared towards the , , and  subcultures. Popular titles include , 's Hacking the Xbox, and .
"
Nonesuch Press,"Nonesuch Press was a  founded in 1922 in  by , his second wife , and their mutual friend , co-owner of Birrell & Garnett's bookshop in 's , in the basement of which the press began.
"
Noontide Press,"
Noontide Press is an  publishing entity which describes itself as a publisher of ""hard-to-find books and recordings from a dissident, 'politically incorrect' perspective."" It publishes numerous  pseudohistorical titles, including  and . The  describes its founding and early years:
"
Northwestern University Press,"
"
Nosy Crow,"
"
Oberon Books,"
"
Open Book Publishers,"
"
Open Court Publishing Company,"The Open Court Publishing Company is a  with offices in  and . It is part of the  of .
"
Open University Press,"
"
OR Books,"OR Books is a New York-based independent publishing house founded by John Oakes and Colin Robinson in 2009. The company sells digital and  books directly to the customer and focuses on creative promotion through traditional media and the Internet. On its site, OR Books states that it ""embraces progressive change in politics, culture and the way we do business.""
"
Orchard Books,"
"
O'Reilly Media,"O'Reilly Media (formerly O'Reilly & Associates) is an American learning company established by  that  books, produces tech conferences, and provides an  platform. Its distinctive brand features a  of an animal on many of its book covers.
"
Orion Books,"Orion Publishing Group Ltd. is a -based  . It was founded in 1991 and acquired  the following year. The group has published numerous bestselling books by notable authors including , ,  and .  
"
Orion Publishing Group,"Orion Publishing Group Ltd. is a -based  . It was founded in 1991 and acquired  the following year. The group has published numerous bestselling books by notable authors including , ,  and .  
"
Osprey Publishing,"
"
Other Press,"Other Press is an  of  and , based in .  Founded in 1998 to publish academic and psychoanalytic titles, Other Press has since expanded to publish novels, short stories, nonfiction, poetry, and memoirs. Dedicated to publishing literature at its finest, Other Press emphasizes storytelling and exploring the limits of knowledge and imagination.
"
The Overlook Press,"
"
Oxford University Press,"
"
Packt,"
"
Palgrave Macmillan,"Palgrave Macmillan is a British academic and trade  company headquartered in the . Its programme includes textbooks, journals, monographs, professional and reference works in print and online.  It maintains offices in London, , , , , , , and .
"
Pan Books,"Pan Books is a publishing  that first became active in the 1940s and is now part of the  , owned by the  of .
"
Pan Macmillan,"Pan Books is a publishing  that first became active in the 1940s and is now part of the  , owned by the  of .
"
Pantheon Books,"Pantheon Books is an American book publishing imprint with . It is part of the .
"
Papadakis Publisher,"Papadakis Publisher is an independent ,  and   founded in , , by  and his daughter Alexandra Papadakis. Since 1968, Papadakis Publisher and its predecessor Academy Editions have published more than a thousand titles, on art, architecture, science and the .
"
Parachute Publishing,"Parachute Press is a division of Parachute Publishing, a  of book series for children and teenagers. The four women listed as the company's principals are all themselves authors of children's books (among others), and Jane Stine is married to . The press first gained notice with the 1989 publication of R. L. Stine's  series, followed in 1992 by the release of the first of Stine's  series.
"
Parragon,"Parragon Books Ltd, a  publishing company, was formed in 1988 by friends Guy Parr and Paul Anderson. In 2001, it became part of 
"
Pathfinder Press,"The Pathfinder tendency is the unofficial name of a group of historically  organizations that cooperate politically and organizationally with the  of the United States and support its solidarity with the  and the .
"
Paulist Press,"The Paulist Fathers, officially known as the Missionary Society of Saint Paul the Apostle (: Societas Sacerdotum Missionariorum a Sancto Paulo Apostolo; abbreviation: CSP), is a  of the  founded in  in 1858 by   in collaboration with , , and .
"
Pavilion Books,"Pavilion Books Holdings Ltd is an English  based in London.
"
Pecan Grove Press,"Pecan Grove Press publishes primarily  books and .  Though sponsored by the Department of English and The Academic Library of  in , the press is self-supporting.  Founded in 1988 by St. Mary's faculty member, Karen Navarte, Pecan Grove Press has served poets for more than 20 years.  It receives approximately 300 manuscripts for consideration yearly and has produced more than 110 books.  Although the press's scope includes poets from across the state of Texas and as far away as Canada, it remains true to its roots by continuing to publish at least one San Antonio poet each year.
"
Pen and Sword Books,"
"
Penguin Books,"
"
Penguin Random House,"
"
Penn State University Press,"The Penn State University Press, also known as The Pennsylvania State University Press, was established in 1956 and is a non-profit publisher of scholarly books and journals. It is the independent publishing branch of the  and is a division of the Penn State University Library system. Penn State University Press publishes books and journals of interest to scholars and general audiences. As a part of a  with a mandate to serve the citizens of the  of , it also specializes in works about Penn State University, Pennsylvania, and the mid-Atlantic region. The areas of scholarship the Press is best known for are art history, medieval studies, Latin American studies, rhetoric and communication, religious studies, and . In 2016 the Press launched PSU Press Unlocked, an open access platform featuring over 70 books and journals. The Press acquired academic publisher , which specializes in  and biblical studies, in November 2017.  continues to publish as an imprint of the Press.
"
Persephone Books,"
"
Perseus Books Group,"
"
Peter Lang,"Peter Lang is an  specializing in the  and . It has its headquarters in  and , , with offices in , , , , , , and .
"
Peter Owen Publishers,"Peter Owen Publishers is a family-run London-based independent publisher based in , . It was founded in 1951.
"
Phaidon Press,"Phaidon Press is a global publisher of books on , , , , , and , as well as , , and . The company is based in  and , with additional offices in  and . With over 1,500 titles in print, Phaidon books are sold in over 100 countries and are printed in , , , , , , and dozens of other languages. Since the publisher's founding in  in 1923, Phaidon has sold more than 42 million books worldwide.
"
Philosophy Documentation Center,"The Philosophy Documentation Center (PDC) is a   and resource center that provides access to scholarly materials in , , , , and related disciplines. It publishes , , , and online research , often in cooperation with  and . It also provides membership management and electronic publishing services, and hosts electronic journals, series, and other publications from several countries.
"
Philtrum Press,"
"
Picador,"Picador is an  of  in the United Kingdom and Australia and of  in the United States. Both companies are owned by .
"
Pimlico Books at Random House,"
"
Playwrights Canada Press,"Playwrights Canada Press is a   founded in 1984 by the . It was incorporated in 2000 as an independent company.
"
Pluto Press,"
"
Point Blank,"Point Blank is an imprint of , founded in early 2004 by J. T. Lindroos and John Gregory Betancourt.  and  have worked with the company from its beginning in various editorial roles. Point Blank publishes mostly  , both original novels and classic reprints. Its inaugural publication was Two-Way Split, the first novel by ,  followed by novels and short story collections from , , , , , and many others. 
"
Wildside Press,"Wildside Press is an independent  company in , United States. It was founded in 1989 by  and . While the press was originally conceived as a publisher of  in both  and , its focus has broadened since then, both in content and format.
"
Poisoned Pen Press,"Poisoned Pen Press is a publisher of  based in , US. Poisoned Pen Press typically publishes thirty-six new hardcover mysteries per year, thirty-six new large type editions of those hardcovers, and between thirty and forty new trade paperback editions of previously published hardcovers. Audio books of new titles are produced by . 
"
Policy Press,"Policy Press, established in 1996, is an  based in the Faculty of Social Sciences and Law at the , United Kingdom, and as of 2016, an imprint of Bristol University Press. Independent and not-for-profit, the company specialises in the  and aims to improve social conditions with publications that will make a positive difference to learning and research, policy, and practice. Spanning several disciplines, including , , childhood and , , , , and urban policy, Policy Press publishes a variety of products, including textbooks, , and .
"
Polity,"Polity is an  in the  and . It was established in 1984 and has editorial[] offices in  (UK),  (UK), and  (US). It specializes in the areas of , , , and .
"
Practical Action,"Practical Action (previously known as the Intermediate Technology Development Group, ITDG) is a   registered in the  which works directly in four regions of the developing world – , ,  and , with particular concentration on , , , , ,  and .
"
J. Q. Preble,"J. Q. Preble was a small  which was based in . They published several  from 1851 to 1865.  Many of these books have detailed .  The publisher often did not put publication dates or author names in the books.
"
Prentice Hall,"
"
Prime Books,"Prime Books is an , specializing in a mix of literary/commercial anthologies, collections, novels, and previously two magazines:  and  (both sold November 2011).
"
Princeton University Press,"Princeton University Press is an independent  with close connections to . Its mission is to disseminate scholarship within  and  at large.
"
Profile Books,"Profile Books is a British independent book  founded in 1996. It publishes  subjects including history, biography, , politics, , travel and .
"
Progress Publishers,"Progress Publishers was a -based   founded in 1931.
"
Prometheus Books,"Prometheus Books is a publishing company founded in August 1969 by the philosopher  (who was also the founder of the , , and co-founder of the ). The publisher's name was derived from , the  from  who stole fire from Zeus and gave it to man. This act is often used as a metaphor for bringing knowledge or enlightenment.
"
Puffin Books,"Puffin Books is a longstanding children's imprint of the British publishers . Since the 1960s, it has been among the largest publishers of  in the UK and much of the English-speaking world. The imprint now belongs to , a subsidiary of the German media conglomerate .
"
Penguin Books,"
"
Purple House Press,"Purple House Press is a publishing house based in . Founded in 2000 by former software engineer Jill Morgan, it specializes in bringing out-of-print children's books back into print.
"
Pushkin Press,"Pushkin Press is a British-based publishing house dedicated to publishing novels, essays, memoirs and children's books. The London-based company was founded in 1997 and is notable for publishing authors such as , , ,  and , as well as award-winning contemporary writers, including , , ,  and .
"
The Quarto Group,"
"
Que Publishing,"
"
Quebecor,"
"
Quirk Books,"Quirk Books is an American independent book publisher based in .
"
Random House,"
"
Red Circle Authors,"Red Circle Authors is a British publishing house based in London that specialises in .
"
Redstone Press,"
Redstone Press is a -based art book publisher that was founded in 1986 by Julian Rothenstein, the son of English portrait painter  and her first husband, the painter and printmaker . Redstone Press has been characterised as ""a shining example of how books should be published. Their books are beautifully designed and flawlessly produced with fantastically original and entertaining content."" Publisher Julian Rothenstein, who has been called ""a one-man art movement"", is also the press's editor and designer.
"
Reed Publishing,"Reed Publishing (NZ) Ltd (formerly A. H. Reed Ltd and A. H. and A. W. Reed Ltd) was one of the leading publishers in New Zealand. It was founded by  and his wife Isabel in 1907. Reed's nephew  joined the firm in 1925. It was a  specialist and general titles publisher, releasing over 100 titles a year including a number of significant New Zealand authors such as ,  and .
"
RELX,"
"
Remington & Co,"Remington & Co was a -based  founded in the 19th century and characterised by a number of books published about life in Australia.
"
Riverhead Books,"Riverhead Books is an imprint of  founded in 1994 by Susan Petersen Kennedy.
"
Robert Hale,"
"
Robson Books,"Pavilion Books Holdings Ltd is an English  based in London.
"
Rock Scorpion Books,"Rock Scorpion Books was an independent publishing forum run from the . It was formed in 2006 and specialised in publishing fiction and non-fiction which raised awareness about the  of . Rock Scorpion books ceased to exist in 2013. Several of their former titles are currently published by Createspace International. 
"
Rodopi,"Rodopi, founded in 1966 in , , is an academic publishing company with offices in the Netherlands and the United States. It takes its name from  in Bulgaria which forms the border with northern Greece.
"
Routledge Kegan Paul,"
"
Routledge,"
"
Taylor & Francis,"Taylor & Francis Group is an international company originating in England that publishes books and . It is a division of , a United Kingdom–based publisher and conference company.
"
Rowman & Littlefield,"Rowman & Littlefield Publishing Group is an independent publishing house founded in 1949. Under several imprints, the company offers scholarly books for the  market, as well as trade books. The company also owns the book distributing company National Book Network based in .
"
Royal Society of Chemistry,"The Royal Society of Chemistry (RSC) is a  () in the  with the goal of ""advancing the  sciences"". It was formed in 1980 from the amalgamation of the , the , the , and the  with a new Royal Charter and the dual role of learned society and professional body. At its inception, the Society had a combined membership of 34,000 in the UK and a further 8,000 abroad. The headquarters of the Society are at , , . It also has offices in Thomas Graham House in  (named after , the first president of the ) where RSC Publishing is based. The Society has offices in the  at the , , in both  and ,  and , .
"
S&P Global,"S&P Global Inc. (prior to April 2016 McGraw Hill Financial, Inc., and prior to 2013 McGraw–Hill Companies) is an American  headquartered in , . Its primary areas of business are financial information and analytics. It is the  of , S&P Global Market Intelligence, and , , and is the majority owner of the  joint venture. ""S&P"" is a shortening of ""Standard and Poor's"".
"
SAGE Publishing,"SAGE Publishing, formerly SAGE Publications, is an American  publishing company founded in 1965 in New York by  and now based in . 
"
St. Martin's Press,"
"
Salt Publishing,"Salt Publishing is an independent publisher whose origins date back to 1990 when poet  launched Salt Magazine in .  The journal rapidly developed an international reputation as a leading publisher of new poetry and poetics[].  Over the next decade, Kinsella, together with , went on to develop Folio(Salt), publishing and co-publishing books and chapbooks focused on a pluralist vision of contemporary poetry which extended across national boundaries and a wide range of poetic practices.[]
"
Sams Publishing,"Sams Publishing is dedicated to the publishing of technical training manuals and is an imprint of , the global publishing and education company.
"
Samuel French,"Samuel French (1821–1898) was an American entrepreneur who, together with British actor, playwright and theatrical manager , pioneered in the field of   and the  of plays.
"
Schocken Books,"Schocken Books is an offspring of the Schocken Verlag, a  company that was established in   in 1931 with a second office in  by the  owner . It published the writings of , ,  and , among others.
"
Scholastic Corporation,"Scholastic Corporation is an  multinational publishing, education and media company that publishes and distributes comics, books and educational materials for schools, parents, and children. Products are distributed via retail and online sales and through schools via  and book fairs.
"
Scribner,"
"
Seagull Books,"
"
Serif,"
"
Shambhala Publications,"Shambhala Publications is an  company based in . According to the company, it specializes in ""books that present creative and conscious ways of transforming the individual, the society, and the planet"". Many of its titles deal with  and related topics in religion and philosophy.  The company's name was inspired by the Sanskrit word , referring to a mystical kingdom hidden beyond the snowpeaks of the , according to the  tradition.  Several of its major authors are , , , , , , , ,  and .
"
Shire Books,"Shire Books are published by , a  company based in , , and formerly by Shire Publications Ltd. and . Shire offers low priced, concise non-fiction paperbacks on a wide range of subjects. Shire books cover  and collectables, motoring and ,  and , , industrial history and many other topics.
"
Shuter & Shooter Publishers,"Shuter & Shooter is a publishing house based in .
"
Sidgwick & Jackson,"Sidgwick & Jackson is an  of   . Formerly it was an independent publisher; as such it was founded in  in 1908. Its notable early authors include   and novelist . In more recent times it helped launch the careers of ,  and .
"
Signet Books,"The New American Library (also known as NAL) is an American  based in , founded in 1948.  Its initial focus was affordable   of classics and scholarly works as well as popular and  fiction, but it now publishes trade and hardcover titles. It is currently an  of ; it was announced in 2015 that the imprint would publish only nonfiction titles.
"
New American Library,"The New American Library (also known as NAL) is an American  based in , founded in 1948.  Its initial focus was affordable   of classics and scholarly works as well as popular and  fiction, but it now publishes trade and hardcover titles. It is currently an  of ; it was announced in 2015 that the imprint would publish only nonfiction titles.
"
Simon & Schuster,"
"
Sinclair-Stevenson,"Sinclair-Stevenson Ltd is a British publisher founded in 1989 by Christopher Sinclair-Stevenson.
"
Society for Promoting Christian Knowledge,"
"
Sounds True,"Sounds True is a multimedia publishing company founded in 1985 by Tami Simon. The company is based in , near . The company publishes over 800 spoken-word audio and music recordings, books, multimedia learning resources, and online educational programs from those prominent in the fields of spirituality, psychology, health, and healing, including NY-Times bestselling authors , , Geneen Roth, , , , , and . The company organizes and hosts an annual event, dedicated to personal growth and spiritual transformation, called The Wake Up Festival, in August of each year, in .
"
Sourcebooks,"Sourcebooks, Inc., is an independent  located in , . The company publishes books, , and digital products, and is one of the 20 largest publishers in the United States.
"
South End Press,"South End Press was a   run on a model of .[] It was founded in 1977 by , , , among others, in 's . It published books written by , notably , , , , , , , , ,  and Scott Tucker. South End Press closed in 2014.
"
Spinsters Ink,"
Founded in  in 1978 by  and Judith McDaniel, Spinsters Ink is one of the oldest   publishers in the world. It is currently owned by publisher Linda Hill, who purchased the Spinsters Ink in 2005. Hill also owns  and . "
Springer Science+Business Media,"Springer Science+Business Media, commonly known as Springer, is a German multinational  company of books,  and peer-reviewed journals in science, humanities, technical and medical (STM) publishing.
"
Square One Publishers,"Square One Publishers is a publishing company, founded in 2000 by Rubin ""Rudy"" Shur, a former  president. Rudy Shur serves as the Chief Executive Officer. Their offices are located in , home to other publisher's offices. In April 2016, Square One Publishers acquired Ocean Publishing, located in Flageler Beach, Florida, with the intent to keep the Ocean Publishing name as an . Later that year, Square One Publishers acquired the rights to five novels by James Misko, marking the entry into fictional titles.
"
Stanford University Press,"Stanford Briefs 
"
The Stationery Office,"The Stationery Office (TSO) is a British  company created in 1996 when the publishing arm of  was . It is the official publisher and the distributor for ,  and house papers,  reports, , and the ,  and  Gazettes, the 's three official journals of record. With more than 9,000 titles in print and digital formats published every year, it is one of the UK's largest publishers by volume.
"
Steidl,"Steidl is a German-language publisher, an international publisher of , and a printing company, based in , Germany. It was started in 1968 by Gerhard Steidl and is still run by him.
"
Stein and Day,"
"
Summerwild Productions,"Summerwild Productions is a  independent .
"
Summit Media,"Summit Publishing Co., Inc.,  Summit Media, is a digital lifestyle network in the Philippines. It has 15 media brands attracting around 20 million monthly unique visitors and approximately 33 million social media followers.[]It began as a consumer magazine publisher in June 1995, with Preview as its first magazine title. It turned into a publication conglomerate which published several  titles, including Candy for young Filipino girls and , a Philippine entertainment magazine. 
"
SUNY Press,"The State University of New York (SUNY  ) is a system of public colleges and universities in . It is the  comprehensive system of , , and  in the United States, with a total enrollment of 424,051 students, plus 2,195,082  students, spanning 64 campuses across the state. Led by Chancellor , the SUNY system has 91,182 employees, including 32,496 faculty members, and some 7,660 degree and certificate programs overall and a $13.08 billion budget.
"
T&T Clark,"
"
Tachyon Publications,"Tachyon Publications is an independent press specializing in science fiction and fantasy books.  Founded in  in 1995 by , Tachyon books have tended toward high-end literary works, short story collections, and anthologies.
"
Tammi,"Tammi is a   established in 1943 by an initiative of , leader of the . In 1996, the company was bought by the , and it is currently the third largest book publisher in Finland.
"
Target Books,"Target Books was a British  , established in 1973 by , a paperback . The imprint was established as a children's imprint to complement the adult  imprint, and became well known for their highly successful range of  and other assorted books based on the popular  series . Their first publications based on the serial were reprints in paperback of three novels which had been previously published as hardbacks: Doctor Who and the Daleks and Doctor Who and the Crusaders by , and Doctor Who and the Zarbi by . As these sold well further novelisations of the show were commissioned. In 1975 Universal-Tandem was sold by its American owners, the  group, to the British conglomerate . The company was renamed  before being merged with the paperback imprints of Howard and Wyndham's general publishing house  to become  in 1976. However, during 1977 and 1978 the Wyndham identity was phased out and, until 1990, Target books were published by 'the paperback division of WH Allen & Co'.
"
Tarpaulin Sky Press,"Tarpaulin Sky Press is a small press publisher of hybrid texts as well as  and . Founded by  in 2006 and based in , the company produces full-length books, , trade paperbacks, hand-bound books, and a literary journal that appears in online and paper editions. Their trade paperbacks are distributed by , where three titles have appeared on the distributor's ""bestsellers"" list, including 's Attempts at a Life, which stayed on the list for seven months.  In addition to Dutton's book, the press's titles include the first full-length work of fiction by poet , Nylund, the Sarcographer;  a collaborative book of poetry by  and , with images by , Figures for a Darkroom Voice;  hand-bound and perfect-bound editions of the second book by , [one love affair]*; and hand-bound and perfect-bound editions of the first full-length collection of poems by Max Winter, The Pictures. The press's  include prose poetry and verse by , , and .
"
Tartarus Press,"Tartarus Press is an independent  based near , , UK.
"
Tate Publishing & Enterprises,"
"
Taunton Press,"Taunton Press is a  of periodicals, books, and websites for the hobbyist and building trades based in . It was established in 1975 by Paul Roman and his wife Jan.
"
Taylor & Francis,"Taylor & Francis Group is an international company originating in England that publishes books and . It is a division of , a United Kingdom–based publisher and conference company.
"
Ten Speed Press,"Ten Speed Press is a publishing house founded in  in 1971 by Philip Wood. Ten Speed Press was bought by  in February 2009 and is now part of their  division.
"
Thames & Hudson,"Thames & Hudson (also Thames and Hudson and sometimes T&H for brevity) is a publisher of illustrated books on art, architecture, design, and visual culture. With its headquarters in , , it has a sister company in  and subsidiaries in ,  and . In , it has a further subsidiary company, Interart, which is engaged in the distribution of English-language books and a sister company, Éditions Thames & Hudson. It has been an independent, family-owned company since its founding in 1949.
"
Thames & Hudson USA,"Thames & Hudson (also Thames and Hudson and sometimes T&H for brevity) is a publisher of illustrated books on art, architecture, design, and visual culture. With its headquarters in , , it has a sister company in  and subsidiaries in ,  and . In , it has a further subsidiary company, Interart, which is engaged in the distribution of English-language books and a sister company, Éditions Thames & Hudson. It has been an independent, family-owned company since its founding in 1949.
"
Thieme Medical Publishers,"
"
Third World Press,"
"
Thomas Nelson,"Thomas Nelson is a  firm that began in West Bow, , Scotland, in 1798 as the namesake of its founder. It is a  of , the publishing unit of . It describes itself as a ""world leading publisher and provider of Christian content"".
"
Three Sirens Press,"Three Sirens Press was a  based  active in the 1930s. It specialized in high quality editions of classic books, mostly books illustrated by well known illustrators. Examples include:
"
Ticonderoga Publications,"Ticonderoga Publications is an  independent  founded by  in 1996 and now run by Farr and . The publisher specialises in collections of  short stories.
"
Time Inc.,"
"
Times Books,"Times Books (previously the New York Times Book Company) is a   owned by  and licensed to .
"
Titan Books,"Titan Publishing Group is an independently owned British publishing company, established in 1981. It is based at offices in 's  area. The books division has two main areas of publishing: film and television tie-ins and cinema reference books; and  and  references and art titles. The company is a division of , which also owns . As of 2016, Titan Books' editorial director is Laura Price.
"
Top Shelf Productions,"Top Shelf Productions is an  publishing company founded in 1997, originally owned and operated by  and  and a small staff. Now an imprint of , Top Shelf is based in .
"
Tor Books,"
"
Triangle Books,"
"
